microrregion_code,microrregion_name,uf,macroregion,start_year,end_year,homicides_start,population_start,rate_start_per_100k,homicides_end,population_end,rate_end_per_100k,delta_rate_per_100k,rate_average_2015_2017_per_100k,rate_average_2022_2024_per_100k,delta_average_rate_per_100k,visual_scale_limit,visual_value_clipped,visually_clipped
12005,Brasiléia,AC,Norte,2016,2024,23,66106.0,34.79260581490334,14,75243.0,18.606381989022236,-16.186223825881104,28.744761645410673,35.988511009523286,7.243749364112613,45.0,-16.186223825881104,0
13001,Rio Negro,AM,Norte,2016,2024,32,112645.0,28.407829908118426,49,105675.0,46.36858291932813,17.9607530112097,30.778883318437142,24.891423288350975,-5.887460030086167,45.0,17.9607530112097,0
13002,Japurá,AM,Norte,2016,2024,1,23137.0,4.322081514457363,5,25240.0,19.80982567353407,15.487744159076708,5.761945232710563,29.553804716518563,23.791859483808,45.0,15.487744159076708,0
13003,Alto Solimões,AM,Norte,2016,2024,39,248118.0,15.718327569946558,66,281494.0,23.446325676568595,7.727998106622037,16.256973032234487,29.929084016703865,13.672110984469377,45.0,7.727998106622037,0
13004,Juruá,AM,Norte,2016,2024,34,147121.0,23.110228995180837,54,147018.0,36.730196302493574,13.619967307312738,21.75321879659381,32.409884781693776,10.656665985099966,45.0,13.619967307312738,0
13005,Tefé,AM,Norte,2016,2024,15,91235.0,16.44105880418699,30,111226.0,26.972110837394133,10.531052033207143,12.787630342489276,24.474267940567803,11.686637598078526,45.0,10.531052033207143,0
13006,Coari,AM,Norte,2016,2024,58,174835.0,33.174135613578514,94,162967.0,57.68038928126553,24.50625366768702,34.32206298479914,52.33273150692101,18.01066852212187,45.0,24.50625366768702,0
13007,Manaus,AM,Norte,2016,2024,1087,2369017.0,45.88401011896495,808,2572079.0,31.41427615559242,-14.46973396337253,50.09748604904628,42.19036166213725,-7.907124386909032,45.0,-14.46973396337253,0
13008,Rio Preto da Eva,AM,Norte,2016,2024,25,64977.0,38.4751527463564,21,58727.0,35.75867999386994,-2.7164727524864603,37.45625827372828,48.980591440641646,11.524333166913365,45.0,-2.7164727524864603,0
13009,Itacoatiara,AM,Norte,2016,2024,37,174140.0,21.247272309635925,48,189588.0,25.31805810494335,4.070785795307426,22.39830308924288,26.96444155366197,4.56613846441909,45.0,4.070785795307426,0
13010,Parintins,AM,Norte,2016,2024,58,273814.0,21.182262411710138,57,279733.0,20.37657337532576,-0.8056890363843792,15.462160319470147,25.065335746486245,9.603175427016097,45.0,-0.8056890363843792,0
13011,Boca do Acre,AM,Norte,2016,2024,14,53328.0,26.25262526252625,20,58478.0,34.20089606347686,7.94827080095061,25.62868412334273,27.655680888747668,2.026996765404938,45.0,7.94827080095061,0
13012,Purus,AM,Norte,2016,2024,10,77422.0,12.916225362300121,11,87313.0,12.5983530516647,-0.3178723106354209,12.056077985601599,14.575909960270797,2.5198319746691986,45.0,-0.3178723106354209,0
13013,Madeira,AM,Norte,2016,2024,37,191878.0,19.283086127643607,57,201671.0,28.26385548740275,8.980769359759144,18.069327143430495,28.332262339681638,10.262935196251142,45.0,8.980769359759144,0
14001,Boa Vista,RR,Norte,2016,2024,140,365901.0,38.26171560066794,105,530905.0,19.777549655776458,-18.484165944891483,43.73205732908282,31.24001846365194,-12.492038865430882,45.0,-18.484165944891483,0
14002,Nordeste de Roraima,RR,Norte,2016,2024,14,48362.0,28.94834787643191,11,67089.0,16.396130513198884,-12.552217363233027,22.747482267303596,18.31056284054377,-4.436919426759825,45.0,-12.552217363233027,0
14003,Caracaraí,RR,Norte,2016,2024,34,47747.0,71.20866232433451,47,52840.0,88.94776684330053,17.739104518966016,66.32873919539749,55.60189046427578,-10.726848731121706,45.0,17.739104518966016,0
14004,Sudeste de Roraima,RR,Norte,2016,2024,16,52219.0,30.640188437158887,11,65959.0,16.67702663775982,-13.963161799399067,30.005107252298263,19.133415713317653,-10.87169153898061,45.0,-13.963161799399067,0
15001,Óbidos,PA,Norte,2016,2024,28,201119.0,13.922105817948578,29,210475.0,13.778358474878251,-0.1437473430703271,12.100797989609891,15.95874176720267,3.8579437775927783,45.0,-0.1437473430703271,0
15002,Santarém,PA,Norte,2016,2024,108,510742.0,21.14570565960896,53,611978.0,8.660442042034191,-12.48526361757477,20.560096182088046,13.014770073803888,-7.545326108284158,45.0,-12.48526361757477,0
15003,Almeirim,PA,Norte,2016,2024,10,72528.0,13.787778513125966,10,80007.0,12.498906345694751,-1.2888721674312151,17.007037236218554,23.67363101848265,6.666593782264094,45.0,-1.2888721674312151,0
15004,Portel,PA,Norte,2016,2024,20,147088.0,13.597302295224628,24,165299.0,14.519144096455515,0.9218418012308867,15.86700727842291,16.282514145434163,0.4155068670112527,45.0,0.9218418012308867,0
15005,Furos de Breves,PA,Norte,2016,2024,40,223291.0,17.91384337031049,43,249192.0,17.2557706507432,-0.65807271956729,16.57287811170717,17.723057836706946,1.1501797249997772,45.0,-0.65807271956729,0
15006,Arari,PA,Norte,2016,2024,16,170786.0,9.368449404517934,16,179765.0,8.900508997858315,-0.46794040665961845,9.760668410572755,7.415160581006352,-2.3455078295664036,45.0,-0.46794040665961845,0
15007,Belém,PA,Norte,2016,2024,1760,2280761.0,77.16722620213166,644,2253177.0,28.58186462936556,-48.585361572766104,72.81959610118444,28.12928550008753,-44.69031060109691,45.0,-45.0,1
15008,Castanhal,PA,Norte,2016,2024,233,329626.0,70.68617160054121,83,350920.0,23.652114442038073,-47.034057158503146,68.77787779789418,32.43096626589855,-36.34691153199563,45.0,-45.0,1
15009,Salgado,PA,Norte,2016,2024,105,262427.0,40.01112690386279,48,277672.0,17.286582730703852,-22.724544173158936,36.58522642825294,23.199136202375442,-13.386090225877496,45.0,-22.724544173158936,0
15010,Bragantina,PA,Norte,2016,2024,113,409039.0,27.625727620104684,90,427828.0,21.036491300242155,-6.589236319862529,27.87322410072177,24.439366932254476,-3.433857168467295,45.0,-6.589236319862529,0
15011,Cametá,PA,Norte,2016,2024,159,478943.0,33.19810499370489,123,536716.0,22.917147988880526,-10.280957004824362,33.481692266355566,25.735777846192054,-7.745914420163512,45.0,-10.280957004824362,0
15012,Tomé-Açu,PA,Norte,2016,2024,176,325988.0,53.989717412910906,113,329635.0,34.280340376477014,-19.709377036433892,59.3197457023867,39.18436085461508,-20.13538484777162,45.0,-19.709377036433892,0
15013,Guamá,PA,Norte,2016,2024,162,465819.0,34.77745647987738,134,440683.0,30.407344962251777,-4.3701115176256025,33.708420019795646,34.03645691313316,0.3280368933375115,45.0,-4.3701115176256025,0
15014,Itaituba,PA,Norte,2016,2024,109,214640.0,50.78270592620201,100,268410.0,37.25643604932752,-13.526269876874494,49.38647400765024,40.61396490619266,-8.77250910145758,45.0,-13.526269876874494,0
15015,Altamira,PA,Norte,2016,2024,209,297477.0,70.25753251511881,150,357556.0,41.95147053888062,-28.30606197623819,81.36231445525914,54.17659542106369,-27.18571903419545,45.0,-28.30606197623819,0
15016,Tucuruí,PA,Norte,2016,2024,181,368588.0,49.10631925076237,115,312338.0,36.81908701470842,-12.287232236053946,48.030609337476086,39.79259879466583,-8.238010542810258,45.0,-12.287232236053946,0
15017,Paragominas,PA,Norte,2016,2024,171,334228.0,51.16267936857474,116,323653.0,35.840854248222634,-15.32182512035211,48.77956325831522,41.42135636403122,-7.358206894284002,45.0,-15.32182512035211,0
15018,São Félix do Xingu,PA,Norte,2016,2024,70,205857.0,34.004187372787904,63,162531.0,38.76183620355501,4.75764883076711,32.39679595687986,52.82470687004179,20.427910913161924,45.0,4.75764883076711,0
15019,Parauapebas,PA,Norte,2016,2024,184,307967.0,59.74666116824205,125,453727.0,27.549605820239925,-32.197055348002124,61.28140942910845,35.072951739618404,-26.208457689490047,45.0,-32.197055348002124,0
15020,Marabá,PA,Norte,2016,2024,243,319770.0,75.99211933577259,124,338468.0,36.63566422822837,-39.356455107544214,76.8412711652348,46.11597862544796,-30.725292539786842,45.0,-39.356455107544214,0
15021,Redenção,PA,Norte,2016,2024,78,190717.0,40.89829433139154,101,219850.0,45.94041391858085,5.042119587189312,44.7462485689066,44.383079107368765,-0.36316946153783647,45.0,5.042119587189312,0
15022,Conceição do Araguaia,PA,Norte,2016,2024,34,155323.0,21.889868210116983,44,114426.0,38.452799188995506,16.562930978878523,27.04634584548809,44.56209624822563,17.515750402737538,45.0,16.562930978878523,0
16001,Oiapoque,AP,Norte,2016,2024,10,35237.0,28.379260436473025,18,41872.0,42.98815437523882,14.608893938765796,29.32773268244688,40.01700722807193,10.689274545625054,45.0,14.608893938765796,0
16002,Amapá,AP,Norte,2016,2024,10,29010.0,34.47087211306446,8,26261.0,30.46342485053882,-4.007447262525638,29.877158912011765,30.093682943423875,0.21652403141210996,45.0,-4.007447262525638,0
16003,Macapá,AP,Norte,2016,2024,342,636748.0,53.710416051562,308,661238.0,46.579295200820276,-7.131120850741723,48.42698676294126,56.59806590747192,8.171079144530658,45.0,-7.131120850741723,0
16004,Mazagão,AP,Norte,2016,2024,19,81300.0,23.370233702337025,29,73466.0,39.47404241417799,16.103808711840962,30.752955359010002,43.72509608942487,12.972140730414871,45.0,16.103808711840962,0
17001,Bico do Papagaio,TO,Norte,2016,2024,55,212579.0,25.872734371692406,33,209339.0,15.76390448029273,-10.108829891399676,24.776851520796875,19.089866354757664,-5.686985166039211,45.0,-10.108829891399676,0
17002,Araguaína,TO,Norte,2016,2024,165,310729.0,53.100933610960034,60,308359.0,19.45783972577418,-33.643093885185856,48.171727380209035,25.302958733526143,-22.86876864668289,45.0,-33.643093885185856,0
17003,Miracema do Tocantins,TO,Norte,2016,2024,44,149097.0,29.510989490063515,31,146231.0,21.19933529826097,-8.311654191802546,28.84092997466917,30.257360795930268,1.4164308212610983,45.0,-8.311654191802546,0
17004,Rio Formoso,TO,Norte,2016,2024,44,125805.0,34.974762529311235,19,133111.0,14.273801564108151,-20.700960965203084,30.472940029254023,24.272154728598984,-6.200785300655038,45.0,-20.700960965203084,0
17005,Gurupi,TO,Norte,2016,2024,53,148490.0,35.69263923496532,33,148412.0,22.23539875481767,-13.45724048014765,39.511582955241906,21.980890363440285,-17.53069259180162,45.0,-13.45724048014765,0
17006,Porto Nacional,TO,Norte,2016,2024,156,383420.0,40.68645349747014,84,442757.0,18.972032062734186,-21.714421434735954,37.39013387407003,27.56091350065525,-9.829220373414781,45.0,-21.714421434735954,0
17007,Jalapão,TO,Norte,2016,2024,16,78618.0,20.351573431020885,18,73657.0,24.437595883622738,4.086022452601853,22.473815884323454,29.346355778710137,6.872539894386684,45.0,4.086022452601853,0
17008,Dianópolis,TO,Norte,2016,2024,33,124164.0,26.577752005412197,31,115476.0,26.845405105822856,0.2676531004106586,26.847223191705282,27.128730200402554,0.28150700869727174,45.0,0.2676531004106586,0
21001,Litoral Ocidental Maranhense,MA,Nordeste,2016,2024,49,187688.0,26.10715655769149,47,180671.0,26.01413619230535,-0.09302036538613834,22.734175326670563,24.63688589762254,1.902710570951978,45.0,-0.09302036538613834,0
21002,Aglomeração Urbana de São Luís,MA,Nordeste,2016,2024,806,1409162.0,57.19711431332948,280,1529831.0,18.302675262823147,-38.894439050506335,58.55877277847536,20.811953958068933,-37.746818820406425,45.0,-38.894439050506335,0
21003,Rosário,MA,Nordeste,2016,2024,41,174476.0,23.498933950801256,66,173648.0,38.00792407629227,14.508990125491014,25.03353729614866,35.63604498320432,10.602507687055663,45.0,14.508990125491014,0
21004,Lençóis Maranhenses,MA,Nordeste,2016,2024,16,194298.0,8.234773389329792,21,195311.0,10.752082575994184,2.5173091866643915,8.754072360132238,10.748354158269516,1.994281798137278,45.0,2.5173091866643915,0
21005,Baixada Maranhense,MA,Nordeste,2016,2024,179,595044.0,30.0818090763036,245,592259.0,41.36703705642295,11.285227980119352,27.285848113634632,34.10918882692672,6.823340713292087,45.0,11.285227980119352,0
21006,Itapecuru Mirim,MA,Nordeste,2016,2024,43,232934.0,18.46016468184121,74,217569.0,34.01219842900413,15.55203374716292,19.181658898571968,29.194269227066194,10.012610328494226,45.0,15.55203374716292,0
21007,Gurupi,MA,Nordeste,2016,2024,52,238005.0,21.84828049830886,51,243918.0,20.908666027107472,-0.9396144712013879,23.674275588179672,22.032795608406552,-1.6414799797731199,45.0,-0.9396144712013879,0
21008,Pindaré,MA,Nordeste,2016,2024,204,654404.0,31.173403585552656,212,586466.0,36.148728144513065,4.975324558960409,31.789196869375438,35.15098500551179,3.3617881361363544,45.0,4.975324558960409,0
21009,Imperatriz,MA,Nordeste,2016,2024,318,589439.0,53.9496029275294,271,615912.0,43.99979217810336,-9.949810749426035,46.207610738490374,43.727619884722095,-2.479990853768278,45.0,-9.949810749426035,0
21010,Médio Mearim,MA,Nordeste,2016,2024,120,416384.0,28.8195511835229,125,412113.0,30.331486752419845,1.511935568896945,23.936774891844205,27.382312419887267,3.4455375280430616,45.0,1.511935568896945,0
21011,Alto Mearim e Grajaú,MA,Nordeste,2016,2024,87,330611.0,26.3149139018363,83,328332.0,25.27929047427604,-1.0356234275602603,25.109691029789776,27.730743756072542,2.621052726282766,45.0,-1.0356234275602603,0
21012,Presidente Dutra,MA,Nordeste,2016,2024,39,195820.0,19.9162496169952,69,195960.0,35.2112676056338,15.295017988638602,23.83311372821398,31.368899115379808,7.535785387165827,45.0,15.295017988638602,0
21013,Baixo Parnaíba Maranhense,MA,Nordeste,2016,2024,20,143983.0,13.890528742976601,24,129878.0,18.4788801798611,4.5883514368844995,11.809546744964733,17.944496890920863,6.134950145956131,45.0,4.5883514368844995,0
21014,Chapadinha,MA,Nordeste,2016,2024,34,240987.0,14.10864486466075,87,252588.0,34.44344149365766,20.33479662899691,16.18407238291792,27.223692927472328,11.03962054455441,45.0,20.33479662899691,0
21015,Codó,MA,Nordeste,2016,2024,80,273399.0,29.261262842951144,107,264107.0,40.51388263090338,11.252619787952238,29.142147837262442,32.6713854397088,3.529237602446358,45.0,11.252619787952238,0
21016,Coelho Neto,MA,Nordeste,2016,2024,17,92230.0,18.43218041851892,43,83444.0,51.53156608024543,33.099385661726515,20.24254911529216,35.20378744195927,14.961238326667111,45.0,33.099385661726515,0
21017,Caxias,MA,Nordeste,2016,2024,151,437336.0,34.527228492509195,192,451419.0,42.532547367301774,8.005318874792579,33.541417170613755,42.45589273112209,8.914475560508336,45.0,8.005318874792579,0
21018,Chapadas do Alto Itapecuru,MA,Nordeste,2016,2024,36,217425.0,16.557433597792343,37,214812.0,17.22436362959239,0.666930031800046,14.719320948660235,14.933303152341699,0.21398220368146426,45.0,0.666930031800046,0
21019,Porto Franco,MA,Nordeste,2016,2024,38,118414.0,32.09080007431554,31,112099.0,27.6541271554608,-4.43667291885474,29.845535276859575,40.961511238814644,11.115975961955069,45.0,-4.43667291885474,0
21020,Gerais de Balsas,MA,Nordeste,2016,2024,40,140990.0,28.370806440173062,68,157517.0,43.169943561647315,14.799137121474253,30.97893432465923,37.27066690795653,6.2917325832973,45.0,14.799137121474253,0
21021,Chapadas das Mangabeiras,MA,Nordeste,2016,2024,11,71007.0,15.491430422352726,12,73106.0,16.4145213799141,0.9230909575613726,11.26765853360814,19.381588874967985,8.113930341359845,45.0,0.9230909575613726,0
22001,Baixo Parnaíba Piauiense,PI,Nordeste,2016,2024,44,338403.0,13.00224879803075,55,354805.0,15.50147263990079,2.499223841870039,13.594652769910502,17.734908879754457,4.140256109843955,45.0,2.499223841870039,0
22002,Litoral Piauiense,PI,Nordeste,2016,2024,53,314320.0,16.861796894884193,93,342612.0,27.14440825190011,10.282611357015917,16.015425718652455,34.19245595491353,18.17703023626107,45.0,10.282611357015917,0
22003,Teresina,PI,Nordeste,2016,2024,407,1037603.0,39.22502151593625,328,1120184.0,29.28090385151011,-9.944117664426138,36.660577990479815,30.901762295934155,-5.75881569454566,45.0,-9.944117664426138,0
22004,Campo Maior,PI,Nordeste,2016,2024,23,224301.0,10.254078225241974,38,226956.0,16.74333350957895,6.489255284336975,9.51145312711314,13.52081202133911,4.009358894225969,45.0,6.489255284336975,0
22005,Médio Parnaíba Piauiense,PI,Nordeste,2016,2024,17,132980.0,12.783877274778161,13,133310.0,9.751706548646013,-3.032170726132149,11.781692753506933,13.636776872026426,1.8550841185194926,45.0,-3.032170726132149,0
22006,Valença do Piauí,PI,Nordeste,2016,2024,10,105110.0,9.513842641042718,7,104555.0,6.6950408875711345,-2.8188017534715835,6.342601989039983,5.790639431359208,-0.5519625576807758,45.0,-2.8188017534715835,0
22007,Alto Parnaíba Piauiense,PI,Nordeste,2016,2024,7,45747.0,15.301549828404049,5,52763.0,9.47633758505013,-5.825212243353919,11.660702703096645,10.307053567689964,-1.3536491354066804,45.0,-5.825212243353919,0
22008,Bertolínia,PI,Nordeste,2016,2024,2,41528.0,4.816027740319784,4,42087.0,9.504122413096681,4.688094672776897,5.619150063416122,8.004738805372781,2.385588741956659,45.0,4.688094672776897,0
22009,Floriano,PI,Nordeste,2016,2024,27,122960.0,21.9583604424203,19,125547.0,15.133774602340159,-6.824585840080141,18.163482183521655,17.465160363758987,-0.6983218197626684,45.0,-6.824585840080141,0
22010,Alto Médio Gurguéia,PI,Nordeste,2016,2024,15,91491.0,16.395055251336196,21,98985.0,21.215335656917716,4.820280405581521,9.474044761217634,22.23305370992706,12.759008948709425,45.0,4.820280405581521,0
22011,São Raimundo Nonato,PI,Nordeste,2016,2024,9,139668.0,6.443852564653321,15,146018.0,10.272706104726815,3.828853540073494,8.592849317226515,11.339482109652792,2.7466327924262774,45.0,3.828853540073494,0
22012,Chapadas do Extremo Sul Piauiense,PI,Nordeste,2016,2024,12,84775.0,14.155116484812739,27,86102.0,31.35815660495691,17.203040120144173,14.15661939928745,27.433713290262403,13.277093890974953,45.0,17.203040120144173,0
22013,Picos,PI,Nordeste,2016,2024,24,204707.0,11.724073920286067,27,213804.0,12.628388617612393,0.9043146973263259,13.027215481542878,12.648571304344388,-0.3786441771984901,45.0,0.9043146973263259,0
22014,Pio IX,PI,Nordeste,2016,2024,14,59681.0,23.45805197634088,5,57751.0,8.657858738376826,-14.800193237964054,22.900805996659834,13.974409362854272,-8.926396633805561,45.0,-14.800193237964054,0
22015,Alto Médio Canindé,PI,Nordeste,2016,2024,34,268906.0,12.64382349222405,33,270167.0,12.214667224346423,-0.4291562678776266,11.902060916235527,11.84358489107642,-0.058476025159107436,45.0,-0.4291562678776266,0
23001,Litoral de Camocim e Acaraú,CE,Nordeste,2016,2024,93,382297.0,24.326636097065894,158,418523.0,37.751808144355266,13.425172047289372,23.02075966762906,35.25385221781005,12.233092550180988,45.0,13.425172047289372,0
23002,Ibiapaba,CE,Nordeste,2016,2024,69,313467.0,22.01188641866608,113,337595.0,33.472059716524235,11.460173297858155,19.248868730159575,32.225688925121744,12.976820194962169,45.0,11.460173297858155,0
23003,Coreaú,CE,Nordeste,2016,2024,10,58785.0,17.011142298205325,9,60559.0,14.861539985798974,-2.1496023124063512,20.981836534481097,27.412050673133674,6.430214138652577,45.0,-2.1496023124063512,0
23004,Meruoca,CE,Nordeste,2016,2024,1,26205.0,3.8160656363289447,2,27503.0,7.2719339708395445,3.4558683345106,3.816454005368479,9.871241987327792,6.054787981959313,45.0,3.4558683345106,0
23005,Sobral,CE,Nordeste,2016,2024,101,407279.0,24.798725198205652,236,423011.0,55.79051135786067,30.99178615965502,35.196712790730984,44.950765998982355,9.75405320825137,45.0,30.99178615965502,0
23006,Ipu,CE,Nordeste,2016,2024,21,139483.0,15.055598173254088,35,142347.0,24.587803044672526,9.532204871418438,17.92320266123713,20.504897332455915,2.5816946712187843,45.0,9.532204871418438,0
23007,Santa Quitéria,CE,Nordeste,2016,2024,14,73826.0,18.96350879094086,13,70689.0,18.390414350181782,-0.5730944407590783,29.800337737161023,17.72399901320438,-12.076338723956642,45.0,-0.5730944407590783,0
23008,Itapipoca,CE,Nordeste,2016,2024,42,223562.0,18.786734776035285,163,243750.0,66.87179487179488,48.08506009575959,21.47327546484422,50.75957070303408,29.286295238189858,45.0,45.0,1
23009,Baixo Curu,CE,Nordeste,2016,2024,46,113712.0,40.45307443365696,57,132842.0,42.90811640896705,2.4550419753100883,54.237089373928086,42.60576882109838,-11.631320552829706,45.0,2.4550419753100883,0
23010,Uruburetama,CE,Nordeste,2016,2024,37,108319.0,34.15836556836751,39,103626.0,37.63534248161658,3.476976913249075,33.854383065422056,39.05679481562075,5.202411750198692,45.0,3.476976913249075,0
23011,Médio Curu,CE,Nordeste,2016,2024,30,89931.0,33.358908496514,60,88446.0,67.83800284919612,34.47909435268212,30.396150809390186,56.355198767086264,25.95904795769608,45.0,34.47909435268212,0
23012,Canindé,CE,Nordeste,2016,2024,34,131374.0,25.88031117268257,51,125241.0,40.721488969267256,14.841177796584685,27.658446102823444,38.65909705325764,11.000650950434196,45.0,14.841177796584685,0
23013,Baturité,CE,Nordeste,2016,2024,90,195198.0,46.10702978514124,64,192379.0,33.267664350059,-12.839365435082243,48.159027255960105,38.05889084762965,-10.100136408330457,45.0,-12.839365435082243,0
23014,Chorozinho,CE,Nordeste,2016,2024,43,65290.0,65.86000918976872,9,69332.0,12.981018865747417,-52.8789903240213,69.94756485466733,19.064378941193723,-50.88318591347361,45.0,-45.0,1
23015,Cascavel,CE,Nordeste,2016,2024,34,143723.0,23.65661724289084,46,156638.0,29.367075677677192,5.710458434786354,36.64872889218779,31.16863868246023,-5.48009020972756,45.0,5.710458434786354,0
23016,Fortaleza,CE,Nordeste,2016,2024,1782,3593128.0,49.59467071587764,1207,3655441.0,33.01927181973392,-16.575398896143717,67.35831095787971,35.03762181062869,-32.32068914725102,45.0,-16.575398896143717,0
23017,Pacajus,CE,Nordeste,2016,2024,95,134550.0,70.60572277963583,29,154759.0,18.7388132515718,-51.86690952806403,94.65895518319729,33.721911810544974,-60.93704337265232,45.0,-45.0,1
23018,Sertão de Cratéus,CE,Nordeste,2016,2024,60,246215.0,24.368945840017872,54,252319.0,21.401479872700826,-2.9674659673170467,29.514020513598112,25.681103884098892,-3.83291662949922,45.0,-2.9674659673170467,0
23019,Sertão de Quixeramobim,CE,Nordeste,2016,2024,104,281994.0,36.88021730958815,107,285938.0,37.42069959221929,0.540482282631146,39.72049068991892,38.03723131747894,-1.6832593724399771,45.0,0.540482282631146,0
23020,Sertão de Inhamuns,CE,Nordeste,2016,2024,48,149983.0,32.00362707773548,37,142523.0,25.96072212905987,-6.042904948675609,29.782212018233825,18.993555249284476,-10.788656768949348,45.0,-6.042904948675609,0
23021,Sertão de Senador Pompeu,CE,Nordeste,2016,2024,87,223688.0,38.89345874611065,73,212009.0,34.432500507053945,-4.460958239056708,45.153454686347416,28.456620040974336,-16.69683464537308,45.0,-4.460958239056708,0
23022,Litoral de Aracati,CE,Nordeste,2016,2024,26,116555.0,22.307065333962505,50,126950.0,39.38558487593541,17.078519541972902,30.031661952172435,34.363430866414845,4.33176891424241,45.0,17.078519541972902,0
23023,Baixo Jaguaribe,CE,Nordeste,2016,2024,256,327836.0,78.08782440000488,129,330771.0,38.99979139646462,-39.088033003540254,76.26237102762019,51.061084262090276,-25.201286765529915,45.0,-39.088033003540254,0
23024,Médio Jaguaribe,CE,Nordeste,2016,2024,31,63680.0,48.68090452261306,35,63405.0,55.20069395158111,6.519789428968046,47.63375401091912,51.849891890302736,4.216137879383616,45.0,6.519789428968046,0
23025,Serra do Pereiro,CE,Nordeste,2016,2024,8,43708.0,18.30328543973643,13,42802.0,30.372412504088594,12.069127064352163,16.015496899857386,26.027802425317955,10.012305525460569,45.0,12.069127064352163,0
23026,Iguatu,CE,Nordeste,2016,2024,70,230641.0,30.35019792664791,80,226742.0,35.282391440491836,4.932193513843927,32.519338166429634,28.59001100939953,-3.929327157030105,45.0,4.932193513843927,0
23027,Várzea Alegre,CE,Nordeste,2016,2024,36,99730.0,36.097463150506364,24,97805.0,24.538622769797044,-11.55884038070932,25.402937381759354,17.316017316017316,-8.086920065742039,45.0,-11.55884038070932,0
23028,Lavras da Mangabeira,CE,Nordeste,2016,2024,5,57568.0,8.685380767092829,2,57389.0,3.4849884124135286,-5.2003923546793,15.633866428877488,4.726079392226191,-10.907787036651296,45.0,-5.2003923546793,0
23029,Chapada do Araripe,CE,Nordeste,2016,2024,51,98807.0,51.61577621018754,27,94663.0,28.522231494881844,-23.093544715305697,41.15976059863836,23.204672350026417,-17.95508824861194,45.0,-23.093544715305697,0
23030,Caririaçu,CE,Nordeste,2016,2024,21,57537.0,36.49825329787789,13,57969.0,22.42577929583053,-14.072474002047358,31.863739064944095,19.27643280848864,-12.587306256455456,45.0,-14.072474002047358,0
23031,Barro,CE,Nordeste,2016,2024,19,93244.0,20.376646218523444,15,91342.0,16.421799391298634,-3.9548468272248094,24.30985049441946,17.777975310836787,-6.531875183582674,45.0,-3.9548468272248094,0
23032,Cariri,CE,Nordeste,2016,2024,247,567407.0,43.53136284888977,194,640020.0,30.311552763976124,-13.219810084913647,42.24290433774112,27.290407662504343,-14.95249667523678,45.0,-13.219810084913647,0
23033,Brejo Santo,CE,Nordeste,2016,2024,31,104941.0,29.540408419969317,19,108328.0,17.53932501292371,-12.001083407045606,25.730540881382208,14.766709552961432,-10.963831328420776,45.0,-12.001083407045606,0
24001,Mossoró,RN,Nordeste,2016,2024,265,372808.0,71.08216561876354,125,360564.0,34.667909164531125,-36.414256454232415,72.76198785035702,42.95922847496632,-29.8027593753907,45.0,-36.414256454232415,0
24002,Chapada do Apodi,RN,Nordeste,2016,2024,43,76029.0,56.55736626813453,36,76248.0,47.214353163361665,-9.343013104772865,50.858901623100465,52.90652439702123,2.0476227739207644,45.0,-9.343013104772865,0
24003,Médio Oeste,RN,Nordeste,2016,2024,8,41382.0,19.33207674834469,11,40429.0,27.208192139305943,7.876115390961253,33.831951861965635,27.599703930448747,-6.232247931516888,45.0,7.876115390961253,0
24004,Vale do Açu,RN,Nordeste,2016,2024,54,153746.0,35.1228649851053,31,147921.0,20.957132523441565,-14.165732461663737,34.93984270560253,36.19105210595274,1.2512094003502128,45.0,-14.165732461663737,0
24005,Serra de São Miguel,RN,Nordeste,2016,2024,17,67026.0,25.363291856891355,9,65808.0,13.676148796498905,-11.687143060392449,28.348759368767624,24.154030768123874,-4.194728600643749,45.0,-11.687143060392449,0
24006,Pau dos Ferros,RN,Nordeste,2016,2024,29,119170.0,24.33498363682135,39,120733.0,32.30268443590402,7.967700799082671,21.81769359007351,28.348967367812413,6.531273777738903,45.0,7.967700799082671,0
24007,Umarizal,RN,Nordeste,2016,2024,37,67698.0,54.65449496292357,24,63332.0,37.89553464283458,-16.75896032008899,59.086813300441676,37.85273685950237,-21.234076440939305,45.0,-16.75896032008899,0
24008,Macau,RN,Nordeste,2016,2024,17,58698.0,28.961804490783333,14,56391.0,24.826656736003972,-4.135147754779361,32.37201694703484,24.076949931982618,-8.295067015052219,45.0,-4.135147754779361,0
24009,Angicos,RN,Nordeste,2016,2024,9,53263.0,16.897283292341776,15,50955.0,29.43773918163085,12.540455889289074,24.407797978533655,28.490594790859156,4.082796812325501,45.0,12.540455889289074,0
24010,Serra de Santana,RN,Nordeste,2016,2024,14,64070.0,21.851100358982364,10,65717.0,15.216762785884931,-6.634337573097433,18.20934503587241,12.360080031518205,-5.849265004354205,45.0,-6.634337573097433,0
24011,Seridó Ocidental,RN,Nordeste,2016,2024,43,105140.0,40.89785048506753,17,99796.0,17.03475089181931,-23.86309959324822,40.58351484944467,23.42791079059013,-17.15560405885454,45.0,-23.86309959324822,0
24012,Seridó Oriental,RN,Nordeste,2016,2024,30,125086.0,23.983499352445516,13,122481.0,10.613891134135091,-13.369608218310425,24.516923339311553,16.5927597492834,-7.924163590028154,45.0,-13.369608218310425,0
24013,Baixa Verde,RN,Nordeste,2016,2024,46,67747.0,67.8996855949341,6,63995.0,9.375732479099929,-58.52395311583417,58.55377105967564,14.833061835326527,-43.720709224349115,45.0,-45.0,1
