year,microrregion_code,microrregion_name,uf,macroregion,homicide_count,population,homicide_rate_per_100k,percentile_unweighted,bubble_area_points2
2024,23021,Sertão de Senador Pompeu,CE,Nordeste,73,212009.0,34.432500507053945,83.69175627240143,28.267866666666666
2024,21014,Chapadinha,MA,Nordeste,87,252588.0,34.44344149365766,83.87096774193549,33.6784
2024,24001,Mossoró,RN,Nordeste,125,360564.0,34.667909164531125,84.05017921146954,48.0752
2024,27012,São Miguel dos Campos,AL,Nordeste,88,253377.0,34.730855602521146,84.22939068100358,33.7836
2024,27013,Penedo,AL,Nordeste,43,122815.0,35.01200993364003,84.40860215053763,16.375333333333334
2024,26012,Brejo Pernambucano,PE,Nordeste,76,216708.0,35.070232755597395,84.58781362007169,28.8944
2024,26011,Garanhuns,PE,Nordeste,169,481239.0,35.11768580684441,84.76702508960574,64.1652
2024,33001,Itaperuna,RJ,Sudeste,74,210460.0,35.16107573885774,84.94623655913979,28.061333333333334
2024,21012,Presidente Dutra,MA,Nordeste,69,195960.0,35.2112676056338,85.12544802867383,26.128
2024,23026,Iguatu,CE,Nordeste,80,226742.0,35.282391440491836,85.30465949820788,30.232266666666668
2024,29008,Senhor do Bonfim,BA,Nordeste,107,301608.0,35.476512559348556,85.48387096774194,40.2144
2024,13008,Rio Preto da Eva,AM,Norte,21,58727.0,35.75867999386994,85.66308243727599,7.830266666666667
2024,15017,Paragominas,PA,Norte,116,323653.0,35.840854248222634,85.84229390681004,43.153733333333335
2024,52003,Aragarças,GO,Centro-Oeste,20,55601.0,35.97057606877574,86.02150537634408,7.413466666666666
2024,26016,Itamaracá,PE,Nordeste,71,197240.0,35.99675522206449,86.20071684587813,26.298666666666666
2024,21008,Pindaré,MA,Nordeste,212,586466.0,36.148728144513065,86.37992831541219,78.19546666666666
2024,15020,Marabá,PA,Norte,124,338468.0,36.63566422822837,86.55913978494624,45.12906666666667
2024,11001,Porto Velho,RO,Norte,232,632578.0,36.67531909108442,86.73835125448029,84.34373333333333
2024,25022,João Pessoa,PB,Nordeste,457,1244833.0,36.71175169681395,86.91756272401433,165.97773333333333
2024,13004,Juruá,AM,Norte,54,147018.0,36.730196302493574,87.09677419354838,19.6024
2024,28010,Baixo Cotinguiba,SE,Nordeste,32,87106.0,36.73684935595711,87.27598566308244,11.614133333333333
2024,15016,Tucuruí,PA,Norte,115,312338.0,36.81908701470842,87.45519713261649,41.645066666666665
2024,11007,Vilhena,RO,Norte,63,170984.0,36.84555280026201,87.63440860215054,22.797866666666668
2024,25020,Litoral Norte,PB,Nordeste,59,158867.0,37.137983344558656,87.81362007168458,21.182266666666667
2024,15014,Itaituba,PA,Norte,100,268410.0,37.25643604932752,87.99283154121864,35.788
2024,31037,Governador Valadares,MG,Sudeste,154,411896.0,37.38807854409851,88.17204301075269,54.919466666666665
2024,23019,Sertão de Quixeramobim,CE,Nordeste,107,285938.0,37.42069959221929,88.35125448028674,38.12506666666667
2024,26005,Petrolina,PE,Nordeste,215,573882.0,37.46414768192764,88.5304659498208,76.5176
2024,27004,Batalha,AL,Nordeste,34,90613.0,37.52220983744054,88.70967741935483,12.081733333333334
2024,23010,Uruburetama,CE,Nordeste,39,103626.0,37.63534248161658,88.88888888888889,13.8168
2024,29018,Entre Rios,BA,Nordeste,44,116651.0,37.7193508842616,89.06810035842294,15.553466666666667
2024,23001,Litoral de Camocim e Acaraú,CE,Nordeste,158,418523.0,37.751808144355266,89.24731182795699,55.803066666666666
2024,24007,Umarizal,RN,Nordeste,24,63332.0,37.89553464283458,89.42652329749104,8.444266666666667
2024,21003,Rosário,MA,Nordeste,66,173648.0,38.00792407629227,89.60573476702508,23.153066666666668
2024,51003,Colíder,MT,Centro-Oeste,58,151787.0,38.211441032499486,89.78494623655914,20.238266666666668
2024,15022,Conceição do Araguaia,PA,Norte,44,114426.0,38.452799188995506,89.96415770609319,15.2568
2024,25001,Catolé do Rocha,PB,Nordeste,47,122097.0,38.49398429117833,90.14336917562724,16.2796
2024,51005,Arinos,MT,Centro-Oeste,29,75241.0,38.54281575205008,90.3225806451613,10.032133333333332
2024,15018,São Félix do Xingu,PA,Norte,63,162531.0,38.76183620355501,90.50179211469533,21.6708
2024,23023,Baixo Jaguaribe,CE,Nordeste,129,330771.0,38.99979139646462,90.68100358422939,44.1028
2024,51015,Alto Paraguai,MT,Centro-Oeste,12,30537.0,39.296591020728954,90.86021505376344,4.0716
2024,23022,Litoral de Aracati,CE,Nordeste,50,126950.0,39.38558487593541,91.0394265232975,16.926666666666666
2024,29005,Paulo Afonso,BA,Nordeste,72,182625.0,39.42505133470226,91.21863799283155,24.35
2024,16004,Mazagão,AP,Norte,29,73466.0,39.47404241417799,91.39784946236558,9.795466666666666
2024,26015,Mata Meridional Pernambucana,PE,Nordeste,202,508174.0,39.75016431379803,91.57706093189964,67.75653333333334
2024,21015,Codó,MA,Nordeste,107,264107.0,40.51388263090338,91.75627240143369,35.21426666666667
2024,23012,Canindé,CE,Nordeste,51,125241.0,40.721488969267256,91.93548387096774,16.6988
2024,26014,Vitória de Santo Antão,PE,Nordeste,96,235701.0,40.729568393854926,92.1146953405018,31.4268
2024,51006,Alto Teles Pires,MT,Centro-Oeste,138,337518.0,40.88670826444812,92.29390681003584,45.0024
2024,41038,Paranaguá,PR,Sul,128,312589.0,40.94833791336227,92.47311827956989,41.678533333333334
2024,29010,Jacobina,BA,Nordeste,142,346551.0,40.97520999795124,92.65232974910394,46.2068
2024,21005,Baixada Maranhense,MA,Nordeste,245,592259.0,41.36703705642295,92.831541218638,78.96786666666667
2024,27011,Maceió,AL,Nordeste,525,1267533.0,41.419039977657384,93.01075268817205,169.0044
2024,26017,Recife,PE,Nordeste,1429,3434476.0,41.60751159711118,93.18996415770609,457.93013333333334
2024,51022,Alto Araguaia,MT,Centro-Oeste,18,42935.0,41.9238383603121,93.36917562724014,5.724666666666667
2024,15015,Altamira,PA,Norte,150,357556.0,41.95147053888062,93.54838709677419,47.67413333333333
2024,21017,Caxias,MA,Nordeste,192,451419.0,42.532547367301774,93.72759856630825,60.1892
2024,23009,Baixo Curu,CE,Nordeste,57,132842.0,42.90811640896705,93.9068100358423,17.712266666666668
2024,51018,Alto Pantanal,MT,Centro-Oeste,58,135066.0,42.94196911139739,94.08602150537635,18.0088
2024,16001,Oiapoque,AP,Norte,18,41872.0,42.98815437523882,94.26523297491039,5.582933333333333
2024,21020,Gerais de Balsas,MA,Nordeste,68,157517.0,43.169943561647315,94.44444444444444,21.002266666666667
2024,51014,Jauru,MT,Centro-Oeste,44,101597.0,43.30836540449029,94.6236559139785,13.546266666666666
2024,32001,Barra de São Francisco,ES,Sudeste,41,93652.0,43.77909708281724,94.80286738351255,12.486933333333333
2024,21009,Imperatriz,MA,Nordeste,271,615912.0,43.99979217810336,94.9820788530466,82.1216
2024,25021,Sapé,PB,Nordeste,63,143130.0,44.01592957451268,95.16129032258064,19.084
2024,29020,Santo Antônio de Jesus,BA,Nordeste,249,564958.0,44.07407276293105,95.3405017921147,75.32773333333333
2024,11002,Guajará-Mirim,RO,Norte,33,74586.0,44.244228139329095,95.51971326164875,9.9448
2024,51013,Tangará da Serra,MT,Centro-Oeste,75,168433.0,44.52809128852422,95.6989247311828,22.457733333333334
2024,15021,Redenção,PA,Norte,101,219850.0,45.94041391858085,95.87813620071685,29.313333333333333
2024,26013,Mata Setentrional Pernambucana,PE,Nordeste,261,566178.0,46.098576772675735,96.05734767025089,75.4904
2024,13001,Rio Negro,AM,Norte,49,105675.0,46.36858291932813,96.23655913978494,14.09
2024,16003,Macapá,AP,Norte,308,661238.0,46.579295200820276,96.415770609319,88.16506666666666
2024,51001,Aripuanã,MT,Centro-Oeste,70,148929.0,47.00226282322449,96.59498207885305,19.8572
2024,24002,Chapada do Apodi,RN,Nordeste,36,76248.0,47.214353163361665,96.7741935483871,10.1664
2024,26018,Suape,PE,Nordeste,159,322607.0,49.28597333597845,96.95340501792114,43.014266666666664
2024,29031,Ilhéus-Itabuna,BA,Nordeste,491,987326.0,49.730281588857174,97.1326164874552,131.64346666666665
2024,29030,Valença,BA,Nordeste,137,273503.0,50.090858235558656,97.31182795698925,36.46706666666667
2024,29024,Jequié,BA,Nordeste,270,525768.0,51.353448669375084,97.4910394265233,70.1024
2024,21016,Coelho Neto,MA,Nordeste,43,83444.0,51.53156608024543,97.67025089605735,11.125866666666667
2024,29012,Feira de Santana,BA,Nordeste,595,1127787.0,52.75818926800894,97.84946236559139,150.3716
2024,29021,Salvador,BA,Nordeste,1850,3502264.0,52.82297393914337,98.02867383512545,466.9685333333333
2024,29004,Juazeiro,BA,Nordeste,296,545818.0,54.23053105613959,98.2078853046595,72.77573333333333
2024,23024,Médio Jaguaribe,CE,Nordeste,35,63405.0,55.20069395158111,98.38709677419355,8.454
2024,23005,Sobral,CE,Nordeste,236,423011.0,55.79051135786067,98.5663082437276,56.401466666666664
2024,29032,Porto Seguro,BA,Nordeste,482,839409.0,57.42135240389369,98.74551971326164,111.9212
2024,13006,Coari,AM,Norte,94,162967.0,57.68038928126553,98.9247311827957,21.728933333333334
2024,23008,Itapipoca,CE,Nordeste,163,243750.0,66.87179487179488,99.10394265232975,32.5
2024,23011,Médio Curu,CE,Nordeste,60,88446.0,67.83800284919612,99.2831541218638,11.7928
2024,27010,Litoral Norte Alagoano,AL,Nordeste,53,74946.0,70.71758332666187,99.46236559139786,9.9928
2024,51012,Alto Guaporé,MT,Centro-Oeste,61,85925.0,70.9921443118999,99.6415770609319,11.456666666666667
2024,25023,Litoral Sul,PB,Nordeste,75,92978.0,80.66424315429457,99.82078853046595,12.397066666666667
2024,14003,Caracaraí,RR,Norte,47,52840.0,88.94776684330053,100.0,7.045333333333334
