microrregion_code,microrregion_name,uf,macroregion,year,homicide_count,population,homicide_rate_per_100k,percentile_unweighted,population_status,homicide_definition,sim_status
43030,Campanha Central,RS,Sul,2017,23,188515.0,12.200620640267353,20.60931899641577,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43031,Campanha Meridional,RS,Sul,2017,32,181158.0,17.664138486845737,36.55913978494624,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43032,Serras de Sudeste,RS,Sul,2017,18,121060.0,14.868660168511482,29.211469534050178,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43033,Pelotas,RS,Sul,2017,125,505893.0,24.70878229190758,52.867383512544805,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43034,Jaguarão,RS,Sul,2017,8,54058.0,14.798919678863443,28.85304659498208,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43035,Litoral Lagunar,RS,Sul,2017,101,274314.0,36.81911969494813,73.83512544802868,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50001,Baixo Pantanal,MS,Centro-Oeste,2017,38,149368.0,25.440522735793476,54.83870967741935,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50002,Aquidauana,MS,Centro-Oeste,2017,22,111093.0,19.803227926151962,40.86021505376344,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50003,Alto Taquari,MS,Centro-Oeste,2017,27,126775.0,21.29757444291067,44.982078853046595,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50004,Campo Grande,MS,Centro-Oeste,2017,164,979364.0,16.745561405156817,33.87096774193548,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50005,Cassilândia,MS,Centro-Oeste,2017,12,71197.0,16.85464275180134,34.229390681003586,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50006,Paranaíba,MS,Centro-Oeste,2017,20,80927.0,24.71363080306943,53.04659498207885,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50007,Três Lagoas,MS,Centro-Oeste,2017,50,175946.0,28.417810009889397,60.57347670250896,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50008,Nova Andradina,MS,Centro-Oeste,2017,16,98759.0,16.201055093712977,32.25806451612903,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50009,Bodoquena,MS,Centro-Oeste,2017,31,109447.0,28.324211718914178,60.03584229390681,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50010,Dourados,MS,Centro-Oeste,2017,194,566225.0,34.26199832222173,69.71326164874552,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50011,Iguatemi,MS,Centro-Oeste,2017,84,244046.0,34.41974054071773,70.07168458781362,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51001,Aripuanã,MT,Centro-Oeste,2017,67,161895.0,41.38484820408289,80.28673835125448,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51002,Alta Floresta,MT,Centro-Oeste,2017,53,104198.0,50.8646998982706,89.06810035842294,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51003,Colíder,MT,Centro-Oeste,2017,48,151479.0,31.68756065197156,65.41218637992831,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51004,Parecis,MT,Centro-Oeste,2017,47,105594.0,44.51010474079967,83.33333333333333,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51005,Arinos,MT,Centro-Oeste,2017,21,80229.0,26.175073851101224,56.81003584229391,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51006,Alto Teles Pires,MT,Centro-Oeste,2017,102,245379.0,41.568349369750464,80.46594982078852,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51007,Sinop,MT,Centro-Oeste,2017,89,197588.0,45.04322124825394,84.05017921146954,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51008,Paranatinga,MT,Centro-Oeste,2017,10,35339.0,28.29734853844195,59.85663082437276,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51009,Norte Araguaia,MT,Centro-Oeste,2017,34,126751.0,26.824245962556507,57.70609318996416,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51010,Canarana,MT,Centro-Oeste,2017,37,111341.0,33.23124455501567,67.56272401433692,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51011,Médio Araguaia,MT,Centro-Oeste,2017,12,67545.0,17.765933821896514,36.738351254480285,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51012,Alto Guaporé,MT,Centro-Oeste,2017,18,72605.0,24.79168101370429,53.225806451612904,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51013,Tangará da Serra,MT,Centro-Oeste,2017,43,164025.0,26.215515927450085,56.98924731182796,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51014,Jauru,MT,Centro-Oeste,2017,27,107777.0,25.05172717741262,54.121863799283155,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51015,Alto Paraguai,MT,Centro-Oeste,2017,14,32480.0,43.10344827586207,81.72043010752688,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51016,Rosário Oeste,MT,Centro-Oeste,2017,7,30173.0,23.199549265899975,49.46236559139785,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51017,Cuiabá,MT,Centro-Oeste,2017,247,914056.0,27.02241438161338,58.064516129032256,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51018,Alto Pantanal,MT,Centro-Oeste,2017,32,136433.0,23.45473602427565,50.53763440860215,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51019,Primavera do Leste,MT,Centro-Oeste,2017,47,99226.0,47.36661762038175,86.37992831541219,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51020,Tesouro,MT,Centro-Oeste,2017,13,54389.0,23.90189192667635,51.4336917562724,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51021,Rondonópolis,MT,Centro-Oeste,2017,106,306100.0,34.62920614178373,70.43010752688173,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51022,Alto Araguaia,MT,Centro-Oeste,2017,24,39942.0,60.087126333183114,93.18996415770609,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52001,São Miguel do Araguaia,GO,Centro-Oeste,2017,37,80521.0,45.950745768184696,84.76702508960574,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52002,Rio Vermelho,GO,Centro-Oeste,2017,36,89217.0,40.35105417129022,79.39068100358423,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52003,Aragarças,GO,Centro-Oeste,2017,15,58219.0,25.76478469228259,55.376344086021504,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52004,Porangatu,GO,Centro-Oeste,2017,69,241584.0,28.56149413868468,60.75268817204301,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52005,Chapada dos Veadeiros,GO,Centro-Oeste,2017,22,68565.0,32.08634142784219,65.77060931899642,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52006,Ceres,GO,Centro-Oeste,2017,54,249478.0,21.645195167509762,46.0573476702509,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52007,Anápolis,GO,Centro-Oeste,2017,269,601160.0,44.746822809235475,83.87096774193549,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52008,Iporá,GO,Centro-Oeste,2017,13,59024.0,22.02493900786121,46.95340501792115,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52009,Anicuns,GO,Centro-Oeste,2017,17,117427.0,14.47707937697463,27.77777777777778,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52010,Goiânia,GO,Centro-Oeste,2017,1153,2431220.0,47.42474971413529,86.55913978494624,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52011,Vão do Paranã,GO,Centro-Oeste,2017,45,119668.0,37.60403783801852,75.26881720430107,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52012,Entorno de Brasília,GO,Centro-Oeste,2017,601,1224478.0,49.0821394912771,88.17204301075269,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52013,Sudoeste de Goiás,GO,Centro-Oeste,2017,214,520263.0,41.1330423266694,80.10752688172043,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52014,Vale do Rio dos Bois,GO,Centro-Oeste,2017,47,124236.0,37.83122444380051,76.34408602150538,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52015,Meia Ponte,GO,Centro-Oeste,2017,145,400128.0,36.23840371081254,73.29749103942652,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52016,Pires do Rio,GO,Centro-Oeste,2017,13,100245.0,12.96822784178762,24.014336917562723,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52017,Catalão,GO,Centro-Oeste,2017,56,168906.0,33.15453565888719,67.38351254480287,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52018,Quirinópolis,GO,Centro-Oeste,2017,37,124433.0,29.734877403904107,61.64874551971326,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
53001,Brasília,DF,Centro-Oeste,2017,610,3039444.0,20.069460072302697,41.39784946236559,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11001,Porto Velho,RO,Norte,2022,265,568435.0,46.61922647268377,92.47311827956989,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11002,Guajará-Mirim,RO,Norte,2022,17,68300.0,24.890190336749633,59.67741935483871,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11003,Ariquemes,RO,Norte,2022,61,170817.0,35.710731367486844,80.46594982078852,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11004,Ji-Paraná,RO,Norte,2022,104,282304.0,36.83971888460667,83.33333333333333,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11005,Alvorada D'Oeste,RO,Norte,2022,36,61602.0,58.43966104996591,97.67025089605735,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11006,Cacoal,RO,Norte,2022,53,230465.0,22.996984357711582,55.017921146953405,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11007,Vilhena,RO,Norte,2022,46,152694.0,30.125610698521225,72.58064516129032,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11008,Colorado do Oeste,RO,Norte,2022,13,46579.0,27.90957298353335,65.94982078853046,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12001,Cruzeiro do Sul,AC,Norte,2022,24,153948.0,15.589679632083561,35.30465949820788,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12002,Tarauacá,AC,Norte,2022,27,88115.0,30.64177495318618,73.83512544802868,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12003,Sena Madureira,AC,Norte,2022,19,60062.0,31.633978222503412,75.62724014336918,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12004,Rio Branco,AC,Norte,2022,122,456793.0,26.70793992027023,63.44086021505376,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12005,Brasiléia,AC,Norte,2022,38,71100.0,53.445850914205344,96.23655913978494,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13001,Rio Negro,AM,Norte,2022,19,100554.0,18.89531992760109,43.18996415770609,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13002,Japurá,AM,Norte,2022,12,24387.0,49.20654447041456,94.26523297491039,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13003,Alto Solimões,AM,Norte,2022,97,262013.0,37.0210638403438,83.51254480286738,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13004,Juruá,AM,Norte,2022,42,138903.0,30.2369279281225,72.93906810035843,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13005,Tefé,AM,Norte,2022,23,103966.0,22.122617009406923,52.1505376344086,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13006,Coari,AM,Norte,2022,82,155508.0,52.73040615273812,95.6989247311828,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13007,Manaus,AM,Norte,2022,1234,2335835.0,52.82907397140637,95.87813620071685,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13008,Rio Preto da Eva,AM,Norte,2022,23,55604.0,41.36393065247105,88.5304659498208,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13009,Itacoatiara,AM,Norte,2022,47,176326.0,26.655172804918163,63.261648745519715,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13010,Parintins,AM,Norte,2022,84,262849.0,31.957511727265466,76.34408602150538,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13011,Boca do Acre,AM,Norte,2022,17,54820.0,31.010580080262677,74.91039426523298,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13012,Purus,AM,Norte,2022,13,81916.0,15.869915523218907,36.37992831541219,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13013,Madeira,AM,Norte,2022,59,188932.0,31.228166747824613,75.44802867383513,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14001,Boa Vista,RR,Norte,2022,181,467814.0,38.69059070485278,85.30465949820788,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14002,Nordeste de Roraima,RR,Norte,2022,13,60342.0,21.543866626893376,49.82078853046595,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14003,Caracaraí,RR,Norte,2022,22,49075.0,44.82934284258788,91.39784946236558,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14004,Sudeste de Roraima,RR,Norte,2022,15,59476.0,25.220256910350393,59.85663082437276,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15001,Óbidos,PA,Norte,2022,35,198914.0,17.595543802849473,40.32258064516129,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15002,Santarém,PA,Norte,2022,83,571293.0,14.528446874020862,32.437275985663085,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15003,Almeirim,PA,Norte,2022,26,74877.0,34.72361339263058,79.39068100358423,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15004,Portel,PA,Norte,2022,29,154062.0,18.823590502524958,42.831541218637994,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15005,Furos de Breves,PA,Norte,2022,41,232290.0,17.65035085453528,40.50179211469534,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15006,Arari,PA,Norte,2022,13,170868.0,7.60821218718543,12.007168458781361,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15007,Belém,PA,Norte,2022,621,2105270.0,29.497404133436568,71.68458781362007,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15008,Castanhal,PA,Norte,2022,139,327444.0,42.4500067187061,89.24731182795699,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15009,Salgado,PA,Norte,2022,62,262578.0,23.612031472552918,57.34767025089606,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15010,Bragantina,PA,Norte,2022,131,404163.0,32.41266518706561,77.24014336917563,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15011,Cametá,PA,Norte,2022,167,499455.0,33.43644572584117,78.13620071684588,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15012,Tomé-Açu,PA,Norte,2022,149,310076.0,48.052735458403745,93.36917562724014,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15013,Guamá,PA,Norte,2022,167,421138.0,39.654460058223194,86.37992831541219,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15014,Itaituba,PA,Norte,2022,116,250295.0,46.34531253121317,92.29390681003584,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15015,Altamira,PA,Norte,2022,211,332779.0,63.405443252128286,98.74551971326164,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15016,Tucuruí,PA,Norte,2022,132,299166.0,44.122660997573256,90.68100358422939,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15017,Paragominas,PA,Norte,2022,132,305652.0,43.18636881158965,89.96415770609319,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15018,São Félix do Xingu,PA,Norte,2022,108,155502.0,69.45248292626461,99.6415770609319,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15019,Parauapebas,PA,Norte,2022,186,411137.0,45.24039432111437,91.57706093189964,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15020,Marabá,PA,Norte,2022,169,314957.0,53.658118409814676,96.415770609319,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15021,Redenção,PA,Norte,2022,84,206739.0,40.630940461161174,87.81362007168458,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15022,Conceição do Araguaia,PA,Norte,2022,62,111476.0,55.61735261401557,96.7741935483871,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16001,Oiapoque,AP,Norte,2022,15,38094.0,39.376279729091195,86.02150537634408,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16002,Amapá,AP,Norte,2022,8,24691.0,32.4004698068122,77.06093189964157,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16003,Macapá,AP,Norte,2022,310,602645.0,51.439902430120554,95.16129032258064,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16004,Mazagão,AP,Norte,2022,25,68329.0,36.58768604838355,82.79569892473118,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17001,Bico do Papagaio,TO,Norte,2022,47,202747.0,23.18160071419059,56.09318996415771,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17002,Araguaína,TO,Norte,2022,102,294996.0,34.57674002359354,79.21146953405018,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17003,Miracema do Tocantins,TO,Norte,2022,52,142404.0,36.515828207072836,82.43727598566308,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17004,Rio Formoso,TO,Norte,2022,38,127819.0,29.729539426845776,71.86379928315412,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17005,Gurupi,TO,Norte,2022,41,142750.0,28.721541155866902,69.17562724014337,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17006,Porto Nacional,TO,Norte,2022,120,415947.0,28.849829425383522,69.71326164874552,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17007,Jalapão,TO,Norte,2022,20,71733.0,27.881170451535557,65.77060931899642,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17008,Dianópolis,TO,Norte,2022,33,113064.0,29.187009127573763,70.96774193548387,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21001,Litoral Ocidental Maranhense,MA,Nordeste,2022,40,176517.0,22.66070690075177,53.9426523297491,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21002,Aglomeração Urbana de São Luís,MA,Nordeste,2022,375,1458836.0,25.705425421363334,60.75268817204301,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21003,Rosário,MA,Nordeste,2022,46,168702.0,27.2670152102524,64.51612903225806,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21004,Lençóis Maranhenses,MA,Nordeste,2022,20,189244.0,10.5683667646002,21.50537634408602,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21005,Baixada Maranhense,MA,Nordeste,2022,182,574582.0,31.675200406556417,75.80645161290323,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21006,Itapecuru Mirim,MA,Nordeste,2022,64,211739.0,30.225891309583968,72.75985663082437,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21007,Gurupi,MA,Nordeste,2022,53,237183.0,22.34561498926989,53.225806451612904,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21008,Pindaré,MA,Nordeste,2022,206,570448.0,36.11196813732365,81.72043010752688,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21009,Imperatriz,MA,Nordeste,2022,239,594612.0,40.19427794931821,87.27598566308244,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21010,Médio Mearim,MA,Nordeste,2022,92,401064.0,22.938982307063213,54.83870967741935,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21011,Alto Mearim e Grajaú,MA,Nordeste,2022,87,318363.0,27.327296199621188,64.87455197132617,Censo 2022 em 1º de agosto,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
