microrregion_code,microrregion_name,uf,macroregion,year,homicide_count,population,homicide_rate_per_100k,percentile_unweighted,population_status,homicide_definition,sim_status
43029,Campanha Ocidental,RS,Sul,2016,63,372500.0,16.91275167785235,34.40860215053763,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43030,Campanha Central,RS,Sul,2016,19,188762.0,10.065585234316229,15.591397849462366,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43031,Campanha Meridional,RS,Sul,2016,29,180911.0,16.029981593159068,31.36200716845878,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43032,Serras de Sudeste,RS,Sul,2016,32,120930.0,26.461589349210286,59.85663082437276,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43033,Pelotas,RS,Sul,2016,101,504900.0,20.00396118043177,42.831541218637994,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43034,Jaguarão,RS,Sul,2016,5,54143.0,9.234804129804408,12.186379928315413,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
43035,Litoral Lagunar,RS,Sul,2016,54,273501.0,19.743986310836156,42.11469534050179,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50001,Baixo Pantanal,MS,Centro-Oeste,2016,34,148208.0,22.940731944294505,50.0,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50002,Aquidauana,MS,Centro-Oeste,2016,24,110540.0,21.71159761172426,47.132616487455195,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50003,Alto Taquari,MS,Centro-Oeste,2016,36,125714.0,28.63642871915618,63.08243727598566,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50004,Campo Grande,MS,Centro-Oeste,2016,194,966860.0,20.064952526736032,43.369175627240146,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50005,Cassilândia,MS,Centro-Oeste,2016,11,70055.0,15.701948469060024,30.107526881720432,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50006,Paranaíba,MS,Centro-Oeste,2016,10,80481.0,12.425292926280736,22.22222222222222,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50007,Três Lagoas,MS,Centro-Oeste,2016,48,173387.0,27.683736381620307,61.64874551971326,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50008,Nova Andradina,MS,Centro-Oeste,2016,20,97531.0,20.506300560847322,44.2652329749104,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50009,Bodoquena,MS,Centro-Oeste,2016,15,109097.0,13.749232334527989,25.268817204301076,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50010,Dourados,MS,Centro-Oeste,2016,190,558403.0,34.02560516329604,72.93906810035843,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
50011,Iguatemi,MS,Centro-Oeste,2016,89,242110.0,36.76015034488456,77.24014336917563,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51001,Aripuanã,MT,Centro-Oeste,2016,59,158779.0,37.15856630914668,78.31541218637993,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51002,Alta Floresta,MT,Centro-Oeste,2016,53,103591.0,51.162745798380165,90.86021505376344,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51003,Colíder,MT,Centro-Oeste,2016,54,150531.0,35.87300954620643,75.80645161290323,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51004,Parecis,MT,Centro-Oeste,2016,37,103492.0,35.75155567580103,75.62724014336918,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51005,Arinos,MT,Centro-Oeste,2016,19,79669.0,23.848673888212478,52.867383512544805,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51006,Alto Teles Pires,MT,Centro-Oeste,2016,89,238340.0,37.341612822018966,78.67383512544802,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51007,Sinop,MT,Centro-Oeste,2016,65,194473.0,33.423662924930454,71.32616487455198,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51008,Paranatinga,MT,Centro-Oeste,2016,18,35035.0,51.37719423433709,91.39784946236558,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51009,Norte Araguaia,MT,Centro-Oeste,2016,30,124904.0,24.01844616665599,53.584229390681,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51010,Canarana,MT,Centro-Oeste,2016,21,109827.0,19.12098117949138,40.681003584229394,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51011,Médio Araguaia,MT,Centro-Oeste,2016,16,67282.0,23.780505930263665,52.68817204301075,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51012,Alto Guaporé,MT,Centro-Oeste,2016,21,72021.0,29.15816220269088,64.33691756272401,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51013,Tangará da Serra,MT,Centro-Oeste,2016,34,161588.0,21.04116642324925,45.16129032258065,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51014,Jauru,MT,Centro-Oeste,2016,19,107801.0,17.6250684130945,37.096774193548384,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51015,Alto Paraguai,MT,Centro-Oeste,2016,13,32538.0,39.953285389390864,81.72043010752688,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51016,Rosário Oeste,MT,Centro-Oeste,2016,11,30278.0,36.33000858709294,76.34408602150538,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51017,Cuiabá,MT,Centro-Oeste,2016,362,906316.0,39.94191871267858,81.54121863799283,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51018,Alto Pantanal,MT,Centro-Oeste,2016,41,136000.0,30.147058823529413,67.02508960573476,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51019,Primavera do Leste,MT,Centro-Oeste,2016,44,97184.0,45.274942377346065,85.12544802867383,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51020,Tesouro,MT,Centro-Oeste,2016,17,54436.0,31.229333529282094,68.63799283154121,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51021,Rondonópolis,MT,Centro-Oeste,2016,140,302259.0,46.31789293288207,86.37992831541219,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
51022,Alto Araguaia,MT,Centro-Oeste,2016,12,39187.0,30.622400285809068,67.56272401433692,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52001,São Miguel do Araguaia,GO,Centro-Oeste,2016,35,80270.0,43.602840413604085,84.22939068100358,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52002,Rio Vermelho,GO,Centro-Oeste,2016,19,89406.0,21.25137015412836,46.0573476702509,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52003,Aragarças,GO,Centro-Oeste,2016,17,58039.0,29.29064939092679,64.69534050179212,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52004,Porangatu,GO,Centro-Oeste,2016,56,241009.0,23.235646801571725,50.53763440860215,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52005,Chapada dos Veadeiros,GO,Centro-Oeste,2016,17,67994.0,25.002206077006793,56.630824372759854,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52006,Ceres,GO,Centro-Oeste,2016,63,247830.0,25.420651252874954,57.88530465949821,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52007,Anápolis,GO,Centro-Oeste,2016,285,594868.0,47.909788390029384,88.35125448028674,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52008,Iporá,GO,Centro-Oeste,2016,11,59230.0,18.57166976194496,39.60573476702509,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52009,Anicuns,GO,Centro-Oeste,2016,15,116745.0,12.848515996402416,23.118279569892472,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52010,Goiânia,GO,Centro-Oeste,2016,1165,2396506.0,48.61243827472162,88.5304659498208,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52011,Vão do Paranã,GO,Centro-Oeste,2016,54,118384.0,45.614272198945805,85.48387096774194,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52012,Entorno de Brasília,GO,Centro-Oeste,2016,765,1205123.0,63.47899757950018,96.415770609319,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52013,Sudoeste de Goiás,GO,Centro-Oeste,2016,165,511944.0,32.230087665838454,69.89247311827957,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52014,Vale do Rio dos Bois,GO,Centro-Oeste,2016,25,123196.0,20.29286665151466,43.727598566308245,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52015,Meia Ponte,GO,Centro-Oeste,2016,150,396171.0,37.86243818956966,79.39068100358423,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52016,Pires do Rio,GO,Centro-Oeste,2016,25,99623.0,25.0946066671351,56.81003584229391,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52017,Catalão,GO,Centro-Oeste,2016,64,166524.0,38.43289856116836,80.10752688172043,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
52018,Quirinópolis,GO,Centro-Oeste,2016,37,122993.0,30.083012854390088,66.66666666666667,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
53001,Brasília,DF,Centro-Oeste,2016,760,2977216.0,25.5272039381758,58.064516129032256,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11001,Porto Velho,RO,Norte,2017,239,659874.0,36.21903575531086,72.93906810035843,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11002,Guajará-Mirim,RO,Norte,2017,19,84545.0,22.47323910343604,47.67025089605735,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11003,Ariquemes,RO,Norte,2017,83,204494.0,40.58798791162577,79.74910394265233,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11004,Ji-Paraná,RO,Norte,2017,83,317627.0,26.131279771555946,56.630824372759854,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11005,Alvorada D'Oeste,RO,Norte,2017,16,75328.0,21.240441801189466,44.623655913978496,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11006,Cacoal,RO,Norte,2017,47,250643.0,18.75177044641183,39.24731182795699,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11007,Vilhena,RO,Norte,2017,49,159583.0,30.705024971331532,64.15770609318996,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
11008,Colorado do Oeste,RO,Norte,2017,14,53694.0,26.073676760904384,56.45161290322581,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12001,Cruzeiro do Sul,AC,Norte,2017,68,147727.0,46.030854210807775,85.12544802867383,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12002,Tarauacá,AC,Norte,2017,32,80242.0,39.879364921113634,78.31541218637993,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12003,Sena Madureira,AC,Norte,2017,25,58255.0,42.91477126426916,81.36200716845879,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12004,Rio Branco,AC,Norte,2017,366,476130.0,76.8697624598324,97.67025089605735,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
12005,Brasiléia,AC,Norte,2017,25,67265.0,37.166431279268565,74.73118279569893,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13001,Rio Negro,AM,Norte,2017,43,114647.0,37.506432789344686,75.08960573476702,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13002,Japurá,AM,Norte,2017,0,22736.0,0.0,0.35842293906810035,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13003,Alto Solimões,AM,Norte,2017,46,250657.0,18.351771544381364,38.17204301075269,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13004,Juruá,AM,Norte,2017,35,149439.0,23.420927602566934,50.17921146953405,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13005,Tefé,AM,Norte,2017,14,91357.0,15.324496207187188,29.92831541218638,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13006,Coari,AM,Norte,2017,89,177551.0,50.126442543269256,88.5304659498208,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13007,Manaus,AM,Norte,2017,1273,2409396.0,52.8348183528154,90.3225806451613,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13008,Rio Preto da Eva,AM,Norte,2017,18,66575.0,27.037176117161096,58.24372759856631,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13009,Itacoatiara,AM,Norte,2017,39,176769.0,22.06269198784855,47.132616487455195,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13010,Parintins,AM,Norte,2017,41,277360.0,14.78223247764638,28.67383512544803,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13011,Boca do Acre,AM,Norte,2017,19,53773.0,35.33371766499916,71.50537634408602,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13012,Purus,AM,Norte,2017,14,78281.0,17.88428865241885,37.096774193548384,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
13013,Madeira,AM,Norte,2017,40,195073.0,20.505144228058214,42.831541218637994,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14001,Boa Vista,RR,Norte,2017,194,371888.0,52.16624360022372,89.60573476702508,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14002,Nordeste de Roraima,RR,Norte,2017,7,49185.0,14.231981295110298,26.881720430107528,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14003,Caracaraí,RR,Norte,2017,27,48518.0,55.6494496887753,91.57706093189964,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
14004,Sudeste de Roraima,RR,Norte,2017,20,53045.0,37.70383636535018,75.80645161290323,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15001,Óbidos,PA,Norte,2017,29,203396.0,14.257900843674408,27.240143369175627,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15002,Santarém,PA,Norte,2017,119,514081.0,23.14810311993635,49.2831541218638,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15003,Almeirim,PA,Norte,2017,19,73186.0,25.961249419287842,55.913978494623656,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15004,Portel,PA,Norte,2017,32,149485.0,21.40683011673412,45.340501792114694,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15005,Furos de Breves,PA,Norte,2017,49,225900.0,21.691013722886233,46.236559139784944,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15006,Arari,PA,Norte,2017,19,173249.0,10.96687426767254,16.487455197132615,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15007,Belém,PA,Norte,2017,1794,2298862.0,78.03861214809763,98.02867383512545,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15008,Castanhal,PA,Norte,2017,242,334419.0,72.36430944414043,97.1326164874552,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15009,Salgado,PA,Norte,2017,101,264414.0,38.19767485836605,77.24014336917563,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15010,Bragantina,PA,Norte,2017,124,412502.0,30.060460312919695,62.72401433691756,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15011,Cametá,PA,Norte,2017,185,484618.0,38.17439715404711,76.88172043010752,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15012,Tomé-Açu,PA,Norte,2017,220,331346.0,66.39585207004158,95.16129032258064,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15013,Guamá,PA,Norte,2017,169,470473.0,35.92129622741369,72.40143369175627,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15014,Itaituba,PA,Norte,2017,103,215162.0,47.87090657272195,86.91756272401433,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15015,Altamira,PA,Norte,2017,290,300663.0,96.45350442189428,99.46236559139786,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15016,Tucuruí,PA,Norte,2017,183,374094.0,48.918186338193074,87.99283154121864,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15017,Paragominas,PA,Norte,2017,160,339647.0,47.107732439856676,86.02150537634408,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15018,São Félix do Xingu,PA,Norte,2017,68,211528.0,32.14704436292122,65.94982078853046,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15019,Parauapebas,PA,Norte,2017,206,315410.0,65.3118163659998,94.6236559139785,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15020,Marabá,PA,Norte,2017,276,324637.0,85.01803552891383,98.74551971326164,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15021,Redenção,PA,Norte,2017,115,191626.0,60.012733136421986,93.01075268817205,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
15022,Conceição do Araguaia,PA,Norte,2017,49,157930.0,31.026404103083646,64.51612903225806,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16001,Oiapoque,AP,Norte,2017,9,36039.0,24.97294597519354,53.763440860215056,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16002,Amapá,AP,Norte,2017,10,29648.0,33.72908796546142,68.45878136200717,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16003,Macapá,AP,Norte,2017,341,649103.0,52.53403543043246,89.96415770609319,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
16004,Mazagão,AP,Norte,2017,23,82932.0,27.73356484830946,59.318996415770606,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17001,Bico do Papagaio,TO,Norte,2017,49,214274.0,22.86791677945061,48.74551971326165,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17002,Araguaína,TO,Norte,2017,153,314505.0,48.64787523250823,87.63440860215054,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17003,Miracema do Tocantins,TO,Norte,2017,45,149576.0,30.085040380809755,63.08243727598566,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17004,Rio Formoso,TO,Norte,2017,40,126840.0,31.5357931251971,65.23297491039426,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17005,Gurupi,TO,Norte,2017,58,149665.0,38.75321551464938,77.41935483870968,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17006,Porto Nacional,TO,Norte,2017,145,391361.0,37.05019151116233,74.37275985663082,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17007,Jalapão,TO,Norte,2017,19,79352.0,23.943945962294585,51.61290322580645,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
17008,Dianópolis,TO,Norte,2017,43,124621.0,34.5046180017814,70.25089605734767,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21001,Litoral Ocidental Maranhense,MA,Nordeste,2017,35,188098.0,18.60732171527608,38.53046594982079,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21002,Aglomeração Urbana de São Luís,MA,Nordeste,2017,664,1421569.0,46.708953276274315,85.66308243727599,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21003,Rosário,MA,Nordeste,2017,50,176135.0,28.387316546966815,60.39426523297491,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21004,Lençóis Maranhenses,MA,Nordeste,2017,21,196569.0,10.683271522976664,15.770609318996415,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21005,Baixada Maranhense,MA,Nordeste,2017,145,599144.0,24.201193703016305,52.1505376344086,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21006,Itapecuru Mirim,MA,Nordeste,2017,40,235736.0,16.968133844639766,35.12544802867384,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21007,Gurupi,MA,Nordeste,2017,61,240034.0,25.413066482248347,54.659498207885306,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21008,Pindaré,MA,Nordeste,2017,237,658029.0,36.01664972212471,72.75985663082437,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21009,Imperatriz,MA,Nordeste,2017,259,592084.0,43.74379311043703,82.61648745519713,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
21010,Médio Mearim,MA,Nordeste,2017,86,416725.0,20.63711080448737,43.369175627240146,estimativa IBGE em 1º de julho,"CAUSABAS X85-X99, Y00-Y09, Y35 ou Y36; todas as idades; residência",final
