crime,year,uf,reporting_status,months_present,months_numeric,count_reported,measurement_concept,value_field,raw_labels,definition_version_flag,comparability_class
Roubo de carga,2017,RN,FULL_12_MONTHS,12,12,17,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2017,RO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2017,RR,FULL_12_MONTHS,12,12,1,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2017,RS,FULL_12_MONTHS,12,12,414,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2017,SC,FULL_12_MONTHS,12,12,209,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2017,SE,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2017,SP,FULL_12_MONTHS,12,12,10584,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2017,TO,FULL_12_MONTHS,12,12,6,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,AC,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,AL,FULL_12_MONTHS,12,12,84,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,AM,FULL_12_MONTHS,12,12,2,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,AP,FULL_12_MONTHS,12,12,3,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,BA,FULL_12_MONTHS,12,12,304,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,CE,FULL_12_MONTHS,12,12,244,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,DF,FULL_12_MONTHS,12,12,63,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,ES,FULL_12_MONTHS,12,12,36,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,GO,FULL_12_MONTHS,12,12,435,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,MA,FULL_12_MONTHS,12,12,37,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,MG,FULL_12_MONTHS,12,12,531,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,MS,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,MT,FULL_12_MONTHS,12,12,17,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,PA,FULL_12_MONTHS,12,12,115,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,PB,FULL_12_MONTHS,12,12,6,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,PE,FULL_12_MONTHS,12,12,582,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,PI,FULL_12_MONTHS,12,12,25,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,PR,FULL_12_MONTHS,12,12,695,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,RJ,FULL_12_MONTHS,12,12,9182,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,RN,FULL_12_MONTHS,12,12,36,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,RO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,RR,FULL_12_MONTHS,12,12,1,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,RS,FULL_12_MONTHS,12,12,396,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,SC,FULL_12_MONTHS,12,12,151,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,SE,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,SP,FULL_12_MONTHS,12,12,8738,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2018,TO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,AC,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,AL,FULL_12_MONTHS,12,12,39,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,AM,FULL_12_MONTHS,12,12,8,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,AP,FULL_12_MONTHS,12,12,10,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,BA,FULL_12_MONTHS,12,12,274,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,CE,FULL_12_MONTHS,12,12,90,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,DF,FULL_12_MONTHS,12,12,35,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,ES,FULL_12_MONTHS,12,12,20,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,GO,FULL_12_MONTHS,12,12,177,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,MA,FULL_12_MONTHS,12,12,42,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,MG,FULL_12_MONTHS,12,12,368,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,MS,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,MT,FULL_12_MONTHS,12,12,82,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,PA,FULL_12_MONTHS,12,12,162,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,PB,FULL_12_MONTHS,12,12,17,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,PE,FULL_12_MONTHS,12,12,573,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,PI,FULL_12_MONTHS,12,12,14,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,PR,FULL_12_MONTHS,12,12,625,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,RJ,FULL_12_MONTHS,12,12,7456,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,RN,FULL_12_MONTHS,12,12,19,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,RO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,RR,FULL_12_MONTHS,12,12,1,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,RS,FULL_12_MONTHS,12,12,307,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,SC,FULL_12_MONTHS,12,12,38,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,SE,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,SP,FULL_12_MONTHS,12,12,7325,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2019,TO,FULL_12_MONTHS,12,12,1,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,AC,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,AL,FULL_12_MONTHS,12,12,19,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,AM,FULL_12_MONTHS,12,12,15,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,AP,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,BA,FULL_12_MONTHS,12,12,220,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,CE,FULL_12_MONTHS,12,12,63,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,DF,FULL_12_MONTHS,12,12,30,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,ES,FULL_12_MONTHS,12,12,25,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,GO,FULL_12_MONTHS,12,12,160,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,MA,FULL_12_MONTHS,12,12,28,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,MG,FULL_12_MONTHS,12,12,332,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,MS,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,MT,FULL_12_MONTHS,12,12,89,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,PA,FULL_12_MONTHS,12,12,143,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,PB,FULL_12_MONTHS,12,12,12,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,PE,FULL_12_MONTHS,12,12,530,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,PI,FULL_12_MONTHS,12,12,12,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,PR,FULL_12_MONTHS,12,12,472,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,RJ,FULL_12_MONTHS,12,12,4985,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,RN,FULL_12_MONTHS,12,12,9,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,RO,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,RR,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,RS,FULL_12_MONTHS,12,12,204,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,SC,FULL_12_MONTHS,12,12,15,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,SE,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,SP,FULL_12_MONTHS,12,12,5918,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2020,TO,FULL_12_MONTHS,12,12,2,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,AC,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,AL,FULL_12_MONTHS,12,12,15,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,AM,FULL_12_MONTHS,12,12,19,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,AP,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,BA,FULL_12_MONTHS,12,12,223,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,CE,FULL_12_MONTHS,12,12,45,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,DF,FULL_12_MONTHS,12,12,22,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,ES,FULL_12_MONTHS,12,12,27,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,GO,FULL_12_MONTHS,12,12,284,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,MA,FULL_12_MONTHS,12,12,92,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,MG,FULL_12_MONTHS,12,12,304,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,MS,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,MT,FULL_12_MONTHS,12,12,229,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,PA,FULL_12_MONTHS,12,12,86,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,PB,FULL_12_MONTHS,12,12,19,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,PE,FULL_12_MONTHS,12,12,367,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,PI,FULL_12_MONTHS,12,12,17,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,PR,FULL_12_MONTHS,12,12,550,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,RJ,FULL_12_MONTHS,12,12,4523,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,RN,FULL_12_MONTHS,12,12,12,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,RO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,RR,FULL_12_MONTHS,12,12,7,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,RS,FULL_12_MONTHS,12,12,172,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,SC,FULL_12_MONTHS,12,12,17,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,SE,FULL_12_MONTHS,12,12,4,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,SP,FULL_12_MONTHS,12,12,6529,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2021,TO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,AC,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,AL,FULL_12_MONTHS,12,12,26,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,AM,FULL_12_MONTHS,12,12,22,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,AP,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,BA,FULL_12_MONTHS,12,12,325,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,CE,FULL_12_MONTHS,12,12,70,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,DF,FULL_12_MONTHS,12,12,22,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,ES,FULL_12_MONTHS,12,12,35,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,GO,FULL_12_MONTHS,12,12,87,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,MA,FULL_12_MONTHS,12,12,145,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,MG,FULL_12_MONTHS,12,12,344,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,MS,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,MT,FULL_12_MONTHS,12,12,283,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,PA,FULL_12_MONTHS,12,12,162,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,PB,FULL_12_MONTHS,12,12,21,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,PE,FULL_12_MONTHS,12,12,350,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,PI,FULL_12_MONTHS,12,12,19,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,PR,FULL_12_MONTHS,12,12,474,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,RJ,FULL_12_MONTHS,12,12,4229,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,RN,FULL_12_MONTHS,12,12,30,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,RO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,RR,FULL_12_MONTHS,12,12,6,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,RS,FULL_12_MONTHS,12,12,122,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,SC,FULL_12_MONTHS,12,12,23,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,SE,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,SP,FULL_12_MONTHS,12,12,6331,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2022,TO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,AC,FULL_12_MONTHS,12,12,1,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,AL,FULL_12_MONTHS,12,12,17,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,AM,FULL_12_MONTHS,12,12,22,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,AP,FULL_12_MONTHS,12,12,1,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,BA,FULL_12_MONTHS,12,12,304,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,CE,FULL_12_MONTHS,12,12,107,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,DF,FULL_12_MONTHS,12,12,17,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,ES,FULL_12_MONTHS,12,12,23,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,GO,FULL_12_MONTHS,12,12,41,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,MA,FULL_12_MONTHS,12,12,97,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,MG,FULL_12_MONTHS,12,12,248,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,MS,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,MT,FULL_12_MONTHS,12,12,143,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,PA,FULL_12_MONTHS,12,12,156,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,PB,FULL_12_MONTHS,12,12,29,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,PE,FULL_12_MONTHS,12,12,393,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,PI,FULL_12_MONTHS,12,12,9,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,PR,FULL_12_MONTHS,12,12,364,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,RJ,FULL_12_MONTHS,12,12,3645,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,RN,FULL_12_MONTHS,12,12,27,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,RO,PARTIAL_MONTHS,12,11,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,RR,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,RS,FULL_12_MONTHS,12,12,86,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,SC,FULL_12_MONTHS,12,12,7,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,SE,FULL_12_MONTHS,12,12,7,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,SP,FULL_12_MONTHS,12,12,6063,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2023,TO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,AC,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,AL,FULL_12_MONTHS,12,12,22,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,AM,FULL_12_MONTHS,12,12,16,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,AP,FULL_12_MONTHS,12,12,1,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,BA,FULL_12_MONTHS,12,12,183,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,CE,FULL_12_MONTHS,12,12,62,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,DF,FULL_12_MONTHS,12,12,18,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,ES,FULL_12_MONTHS,12,12,12,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,GO,FULL_12_MONTHS,12,12,23,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,MA,FULL_12_MONTHS,12,12,201,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,MG,FULL_12_MONTHS,12,12,214,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,MS,PARTIAL_MONTHS,12,0,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,MT,FULL_12_MONTHS,12,12,85,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,PA,FULL_12_MONTHS,12,12,117,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,PB,FULL_12_MONTHS,12,12,13,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,PE,FULL_12_MONTHS,12,12,331,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,PI,FULL_12_MONTHS,12,12,25,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,PR,FULL_12_MONTHS,12,12,239,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,RJ,FULL_12_MONTHS,12,12,3973,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,RN,FULL_12_MONTHS,12,12,35,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,RO,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,RR,FULL_12_MONTHS,12,12,2,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,RS,FULL_12_MONTHS,12,12,38,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,SC,FULL_12_MONTHS,12,12,23,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
Roubo de carga,2024,SE,FULL_12_MONTHS,12,12,0,ocorrências,total,Roubo de carga,standard_vde_indicator,LIMITED_COVERAGE
