crime,year,uf,reporting_status,months_present,months_numeric,count_reported,measurement_concept,value_field,raw_labels,definition_version_flag,comparability_class
Latrocínio,2018,AP,FULL_12_MONTHS,12,12,19,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,BA,FULL_12_MONTHS,12,12,137,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,CE,FULL_12_MONTHS,12,12,53,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,DF,FULL_12_MONTHS,12,12,32,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,ES,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,GO,FULL_12_MONTHS,12,12,104,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,MA,FULL_12_MONTHS,12,12,71,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,MG,FULL_12_MONTHS,12,12,82,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,MS,FULL_12_MONTHS,12,12,30,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,MT,FULL_12_MONTHS,12,12,37,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,PA,FULL_12_MONTHS,12,12,203,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,PB,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,PE,FULL_12_MONTHS,12,12,129,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,PI,FULL_12_MONTHS,12,12,46,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,PR,FULL_12_MONTHS,12,12,80,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,RJ,FULL_12_MONTHS,12,12,174,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,RN,FULL_12_MONTHS,12,12,94,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,RO,FULL_12_MONTHS,12,12,17,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,RR,FULL_12_MONTHS,12,12,14,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,RS,FULL_12_MONTHS,12,12,95,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,SC,FULL_12_MONTHS,12,12,44,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,SE,FULL_12_MONTHS,12,12,32,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,SP,FULL_12_MONTHS,12,12,278,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2018,TO,FULL_12_MONTHS,12,12,27,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,AC,FULL_12_MONTHS,12,12,13,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,AL,FULL_12_MONTHS,12,12,20,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,AM,FULL_12_MONTHS,12,12,47,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,AP,FULL_12_MONTHS,12,12,16,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,BA,FULL_12_MONTHS,12,12,142,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,CE,FULL_12_MONTHS,12,12,37,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,DF,FULL_12_MONTHS,12,12,25,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,ES,FULL_12_MONTHS,12,12,26,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,GO,FULL_12_MONTHS,12,12,59,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,MA,FULL_12_MONTHS,12,12,76,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,MG,FULL_12_MONTHS,12,12,79,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,MS,FULL_12_MONTHS,12,12,20,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,MT,FULL_12_MONTHS,12,12,41,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,PA,FULL_12_MONTHS,12,12,138,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,PB,FULL_12_MONTHS,12,12,26,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,PE,FULL_12_MONTHS,12,12,136,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,PI,FULL_12_MONTHS,12,12,37,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,PR,FULL_12_MONTHS,12,12,99,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,RJ,FULL_12_MONTHS,12,12,117,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,RN,FULL_12_MONTHS,12,12,62,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,RO,FULL_12_MONTHS,12,12,14,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,RR,FULL_12_MONTHS,12,12,17,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,RS,FULL_12_MONTHS,12,12,73,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,SC,FULL_12_MONTHS,12,12,28,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,SE,FULL_12_MONTHS,12,12,25,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,SP,FULL_12_MONTHS,12,12,199,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2019,TO,FULL_12_MONTHS,12,12,31,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,AC,FULL_12_MONTHS,12,12,12,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,AL,FULL_12_MONTHS,12,12,23,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,AM,FULL_12_MONTHS,12,12,46,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,AP,FULL_12_MONTHS,12,12,13,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,BA,FULL_12_MONTHS,12,12,108,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,CE,FULL_12_MONTHS,12,12,48,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,DF,FULL_12_MONTHS,12,12,32,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,ES,FULL_12_MONTHS,12,12,39,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,GO,FULL_12_MONTHS,12,12,46,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,MA,FULL_12_MONTHS,12,12,75,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,MG,FULL_12_MONTHS,12,12,106,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,MS,FULL_12_MONTHS,12,12,18,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,MT,FULL_12_MONTHS,12,12,27,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,PA,FULL_12_MONTHS,12,12,111,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,PB,FULL_12_MONTHS,12,12,26,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,PE,FULL_12_MONTHS,12,12,124,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,PI,FULL_12_MONTHS,12,12,42,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,PR,FULL_12_MONTHS,12,12,59,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,RJ,FULL_12_MONTHS,12,12,87,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,RN,FULL_12_MONTHS,12,12,64,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,RO,FULL_12_MONTHS,12,12,14,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,RR,FULL_12_MONTHS,12,12,16,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,RS,FULL_12_MONTHS,12,12,75,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,SC,FULL_12_MONTHS,12,12,20,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,SE,FULL_12_MONTHS,12,12,29,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,SP,FULL_12_MONTHS,12,12,183,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2020,TO,FULL_12_MONTHS,12,12,18,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,AC,FULL_12_MONTHS,12,12,8,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,AL,FULL_12_MONTHS,12,12,24,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,AM,FULL_12_MONTHS,12,12,69,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,AP,FULL_12_MONTHS,12,12,20,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,BA,FULL_12_MONTHS,12,12,137,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,CE,FULL_12_MONTHS,12,12,43,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,DF,FULL_12_MONTHS,12,12,23,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,ES,FULL_12_MONTHS,12,12,43,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,GO,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,MA,FULL_12_MONTHS,12,12,97,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,MG,FULL_12_MONTHS,12,12,93,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,MS,FULL_12_MONTHS,12,12,14,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,MT,FULL_12_MONTHS,12,12,30,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,PA,FULL_12_MONTHS,12,12,110,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,PB,FULL_12_MONTHS,12,12,22,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,PE,FULL_12_MONTHS,12,12,124,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,PI,FULL_12_MONTHS,12,12,41,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,PR,FULL_12_MONTHS,12,12,41,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,RJ,FULL_12_MONTHS,12,12,110,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,RN,FULL_12_MONTHS,12,12,54,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,RO,FULL_12_MONTHS,12,12,18,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,RR,FULL_12_MONTHS,12,12,13,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,RS,FULL_12_MONTHS,12,12,67,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,SC,FULL_12_MONTHS,12,12,23,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,SE,FULL_12_MONTHS,12,12,17,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,SP,FULL_12_MONTHS,12,12,173,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2021,TO,FULL_12_MONTHS,12,12,10,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,AC,FULL_12_MONTHS,12,12,6,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,AL,FULL_12_MONTHS,12,12,25,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,AM,FULL_12_MONTHS,12,12,56,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,AP,FULL_12_MONTHS,12,12,22,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,BA,FULL_12_MONTHS,12,12,87,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,CE,FULL_12_MONTHS,12,12,44,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,DF,FULL_12_MONTHS,12,12,20,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,ES,FULL_12_MONTHS,12,12,28,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,GO,FULL_12_MONTHS,12,12,33,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,MA,FULL_12_MONTHS,12,12,95,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,MG,FULL_12_MONTHS,12,12,77,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,MS,FULL_12_MONTHS,12,12,12,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,MT,FULL_12_MONTHS,12,12,29,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,PA,FULL_12_MONTHS,12,12,87,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,PB,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,PE,FULL_12_MONTHS,12,12,104,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,PI,FULL_12_MONTHS,12,12,25,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,PR,FULL_12_MONTHS,12,12,54,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,RJ,FULL_12_MONTHS,12,12,64,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,RN,FULL_12_MONTHS,12,12,33,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,RO,FULL_12_MONTHS,12,12,13,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,RR,FULL_12_MONTHS,12,12,7,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,RS,FULL_12_MONTHS,12,12,53,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,SC,FULL_12_MONTHS,12,12,25,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,SE,FULL_12_MONTHS,12,12,11,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,SP,FULL_12_MONTHS,12,12,178,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2022,TO,FULL_12_MONTHS,12,12,19,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,AC,FULL_12_MONTHS,12,12,4,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,AL,FULL_12_MONTHS,12,12,17,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,AM,FULL_12_MONTHS,12,12,36,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,AP,FULL_12_MONTHS,12,12,13,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,BA,FULL_12_MONTHS,12,12,69,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,CE,FULL_12_MONTHS,12,12,24,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,DF,FULL_12_MONTHS,12,12,18,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,ES,FULL_12_MONTHS,12,12,32,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,GO,FULL_12_MONTHS,12,12,16,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,MA,FULL_12_MONTHS,12,12,57,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,MG,FULL_12_MONTHS,12,12,75,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,MS,FULL_12_MONTHS,12,12,6,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,MT,FULL_12_MONTHS,12,12,15,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,PA,FULL_12_MONTHS,12,12,79,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,PB,FULL_12_MONTHS,12,12,25,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,PE,FULL_12_MONTHS,12,12,87,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,PI,FULL_12_MONTHS,12,12,21,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,PR,FULL_12_MONTHS,12,12,51,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,RJ,FULL_12_MONTHS,12,12,65,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,RN,FULL_12_MONTHS,12,12,32,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,RO,FULL_12_MONTHS,12,12,7,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,RR,FULL_12_MONTHS,12,12,9,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,RS,FULL_12_MONTHS,12,12,42,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,SC,FULL_12_MONTHS,12,12,11,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,SE,FULL_12_MONTHS,12,12,6,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,SP,FULL_12_MONTHS,12,12,166,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2023,TO,FULL_12_MONTHS,12,12,21,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,AC,FULL_12_MONTHS,12,12,1,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,AL,FULL_12_MONTHS,12,12,4,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,AM,FULL_12_MONTHS,12,12,22,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,AP,FULL_12_MONTHS,12,12,4,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,BA,FULL_12_MONTHS,12,12,75,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,CE,FULL_12_MONTHS,12,12,41,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,DF,FULL_12_MONTHS,12,12,8,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,ES,FULL_12_MONTHS,12,12,39,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,GO,FULL_12_MONTHS,12,12,19,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,MA,FULL_12_MONTHS,12,12,62,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,MG,FULL_12_MONTHS,12,12,56,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,MS,FULL_12_MONTHS,12,12,22,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,MT,FULL_12_MONTHS,12,12,20,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,PA,FULL_12_MONTHS,12,12,67,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,PB,FULL_12_MONTHS,12,12,16,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,PE,FULL_12_MONTHS,12,12,77,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,PI,FULL_12_MONTHS,12,12,19,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,PR,FULL_12_MONTHS,12,12,46,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,RJ,FULL_12_MONTHS,12,12,99,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,RN,FULL_12_MONTHS,12,12,23,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
Latrocínio,2024,RO,FULL_12_MONTHS,12,12,10,vítimas,total_vitima,Roubo seguido de morte (latrocínio),standard_vde_indicator,COMPARABLE
