iso3,country,region,subregion,year,homicide_rate_per_100k,source,status
ABW,Aruba,Americas,Latin America and the Caribbean,2003,4.33322500270827,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2004,2.14563497385007,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2005,6.36739891754218,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2006,5.24150221453469,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2007,3.10600805491422,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2008,5.1122392118972,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2009,4.03936359826509,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2010,3.99546514705809,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2011,1.98057060239055,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2012,3.93068241560088,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2013,5.85037661799478,MD,observed_official_unodc
ABW,Aruba,Americas,Latin America and the Caribbean,2014,1.93475053810249,MD,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2009,4.05954969836362,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2010,3.47545228477135,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2011,4.19453539608613,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2012,6.37433845786952,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2015,9.95218590955213,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2016,6.6799974594108,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2017,6.79202120758186,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2018,6.73324816708819,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2019,7.16396695794585,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2020,6.57810893906391,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2021,4.0324584656778,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2022,4.12283820223357,NSO,observed_official_unodc
AFG,Afghanistan,Asia,Southern Asia,2023,4.22388154644047,NSO,observed_official_unodc
AGO,Angola,Africa,Sub-Saharan Africa,2011,4.35620071002768,NSO,observed_official_unodc
AGO,Angola,Africa,Sub-Saharan Africa,2012,4.83370121625773,NSO,observed_official_unodc
AGO,Angola,Africa,Sub-Saharan Africa,2015,4.45347324389499,NSO,observed_official_unodc
AGO,Angola,Africa,Sub-Saharan Africa,2016,4.09826656345614,NSO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2003,16.842814434292,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2004,8.28672053035011,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2005,0.0,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2006,40.0978387264926,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2007,31.5556958030925,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2008,7.7582528414601,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2009,7.62572921035574,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2010,0.0,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2011,0.0,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2012,37.372000896928,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2013,7.54603078780561,NSO/SDG/PAHO,observed_official_unodc
AIA,Anguilla,Americas,Latin America and the Caribbean,2014,29.136467931675,NSO/SDG/PAHO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2003,5.32377619293878,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2004,4.22763729131083,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2005,5.00624317533652,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2006,3.11392865202781,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2007,3.47350066343863,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2008,3.10732240524797,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2009,2.87018701294404,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2010,4.06320641959299,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2011,4.87720435898422,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2012,5.39518158737926,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2013,4.26472598705621,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2014,4.6147231364138,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2015,2.20793808941597,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2016,2.72614352662554,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2017,2.00121280396654,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2018,2.28039848927055,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2019,2.25302550996799,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2020,2.12398982086583,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2021,2.31608568885389,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2022,1.6975478920699,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2023,1.38708340817063,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
ALB,Albania,Europe,Southern Europe,2024,1.75516237132466,MD/CTS/GSH 2023 Revision/NSO,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2004,1.34544231416078,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2007,0.0,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2008,1.19768367976334,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2009,0.0,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2010,0.0,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2011,1.28562796497949,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2012,0.0,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2013,0.0,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2014,0.0,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2015,0.0,Interpol/CTS,observed_official_unodc
AND,Andorra,Europe,Southern Europe,2020,2.58464719565779,Interpol/CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2010,0.96564564292759,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2011,0.708390053731386,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2012,0.920353599853064,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2013,0.727797670204742,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2014,0.740572167270486,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2015,0.691671912805994,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2019,0.68245938100401,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2020,0.687938137215929,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2021,0.44948191080481,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2022,0.693218125037315,CTS,observed_official_unodc
ARE,United Arab Emirates,Asia,Western Asia,2023,0.516816212919259,CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2003,7.72167974407433,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2004,6.02330247756233,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2005,5.6047423259877,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2006,5.32783270151026,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2007,5.34525993519266,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2008,5.86530605419315,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2009,6.46679948327286,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2010,5.7739778082346,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2011,6.01715853502966,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2012,6.28057846262278,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2013,7.2142387373598,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2014,7.50277667235654,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2015,6.52528743235621,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2016,5.97945616037571,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2017,5.23155985787317,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2018,5.33872203870925,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2019,5.13191495105041,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2020,5.35272149985868,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2021,4.62126366336244,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2022,4.31202462020709,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2023,4.49510732711059,MoS/CTS,observed_official_unodc
ARG,Argentina,Americas,Latin America and the Caribbean,2024,3.94343865969129,MoS/CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2004,2.74603388341134,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2005,1.92924911296119,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2006,2.64180737077633,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2007,2.58839277280399,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2008,3.27703809810168,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2009,3.29314060878627,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2010,1.91055986909936,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2011,2.42878652522919,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2012,2.22410225395655,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2013,2.15567534571216,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2014,2.46370989542236,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2015,2.56745781452856,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2016,2.98068464955971,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2017,2.40140228170953,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2018,1.71823401969337,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2019,2.51379877522903,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2020,2.59435451162573,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2021,3.13550776151398,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2022,2.74222289100063,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2023,2.20833575400906,CTS,observed_official_unodc
ARM,Armenia,Asia,Western Asia,2024,2.18572583163085,CTS,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2003,5.26588322026312,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2004,7.04002252807209,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2005,10.5975237119593,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2006,7.09540661114511,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2007,1.78211822572309,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2008,5.37364763201261,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2009,3.6017864860971,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2010,9.05329675801443,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2011,9.10821469883688,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2012,3.67046559856118,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2013,5.55493834018442,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2014,5.61104253170239,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2015,7.56458262415371,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2016,0.0,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2017,13.5695731399992,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2018,25.5360106858383,NSO/SAS/MoJ,observed_official_unodc
ASM,American Samoa,Oceania,Polynesia,2019,0.0,NSO/SAS/MoJ,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2003,6.41980381079554,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2004,5.08133308773557,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2005,3.76834714013855,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2006,13.6469654111458,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2007,20.8068148438265,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2008,19.2975685063682,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2009,19.0084706497333,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2010,7.03230759313412,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2012,11.4600045840018,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2017,22.1072644470973,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2018,13.1975452565823,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2019,3.28358699042834,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2020,9.79901138862879,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2021,17.3255801362224,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2022,10.771219302025,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2023,10.7163332993983,OAS/CTS,observed_official_unodc
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,2024,12.7970652063793,OAS/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2003,1.52375535865531,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2004,1.31193813318786,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2005,1.27620846840694,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2006,1.36470308152627,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2007,1.21691956283382,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2008,1.2213046917262,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2009,1.20736293068024,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2010,1.04328595693519,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2011,1.10321388892905,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2012,1.06333429077178,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2013,1.05438607284246,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2014,1.02985300162206,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2015,0.985468432815397,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2016,0.933005940041915,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2017,0.841048385412525,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2018,0.879787384450029,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2019,0.882951478402183,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2020,0.858459424254959,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2021,0.743554074825619,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2022,0.839663105025691,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2023,0.839283805104086,GSH 2019 Revision/CTS,observed_official_unodc
AUS,Australia,Oceania,Australia and New Zealand,2024,0.943353670965352,GSH 2019 Revision/CTS,observed_official_unodc
AUT,Austria,Europe,Western Europe,2003,0.61556629267321,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2004,0.721845781686185,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2005,0.656199514789066,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2006,0.737614857062635,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2007,0.542367847855454,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2008,0.696842970941948,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2009,0.611139601001334,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2010,0.729220953530514,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2011,0.917401680155648,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2012,0.960671644685274,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2013,0.719220332146561,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2014,0.491353494620118,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2015,0.509021333026224,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2016,0.617996363091403,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2017,0.795565065715095,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2018,0.972669073494819,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2019,0.86703158562286,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2020,0.728584791296886,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2021,0.724875548626241,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2022,0.871514782049046,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2023,0.876191031111463,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AUT,Austria,Europe,Western Europe,2024,0.986754141324902,Eurostat/CTS/GSH 2023 Revision,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2007,2.14083972909202,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2008,2.14701734840338,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2010,2.25214132449197,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2011,2.27956547808754,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2012,2.15439538519976,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2013,2.32523663491333,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2014,2.45038540616903,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2015,2.16347016513122,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2016,1.71253212771072,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2017,1.82574937607272,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2018,1.96219351122527,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2019,1.66164299896889,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2020,2.15091148557269,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2021,1.92488634254545,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2022,2.01062542689366,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2023,2.16122820563689,CTS/NSO/SDG,observed_official_unodc
AZE,Azerbaijan,Asia,Western Asia,2024,1.9929227057989,CTS/NSO/SDG,observed_official_unodc
BDI,Burundi,Africa,Sub-Saharan Africa,2012,4.96473671628838,SDG,observed_official_unodc
BDI,Burundi,Africa,Sub-Saharan Africa,2013,4.98115757408239,SDG,observed_official_unodc
BDI,Burundi,Africa,Sub-Saharan Africa,2014,5.22232594341804,SDG,observed_official_unodc
BDI,Burundi,Africa,Sub-Saharan Africa,2015,4.17285957648643,SDG,observed_official_unodc
BDI,Burundi,Africa,Sub-Saharan Africa,2016,5.64974214487878,SDG,observed_official_unodc
BEL,Belgium,Europe,Western Europe,2021,1.08030153549307,MoI,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2003,2.46221986613972,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2004,2.73052626299689,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2005,2.48210654779569,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2006,2.84551231101236,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2007,2.61032424254411,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2008,2.74227810461832,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2009,2.7963784334228,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2010,2.62020241832397,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2011,2.58218128044816,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2012,2.65299368492385,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2013,2.80645239116244,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2014,2.85759633031455,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2015,2.53163478437081,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2016,2.23304324758363,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2017,2.18822635384583,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2018,2.34217668208578,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2020,2.12810706638342,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2021,1.91698792741066,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2022,1.84550101345369,NP,observed_official_unodc
BGD,Bangladesh,Asia,Southern Asia,2023,1.76302155884348,NP,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2003,3.16487749649733,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2004,3.14861867259915,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2005,2.58607823120566,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2006,2.43446129167281,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2007,2.3329723596816,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2008,2.28250164569032,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2009,2.00320205170625,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2010,1.9898896128905,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2011,1.73441146879584,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2012,1.92701571481315,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2013,1.50042683013702,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2014,1.55050575213407,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2015,1.75548173553612,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2016,1.10839328712128,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2017,1.45569963291636,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2018,1.30965598682543,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2019,1.18988414972527,CTS/External,observed_official_unodc
BGR,Bulgaria,Europe,Eastern Europe,2020,0.995146569224991,CTS/External,observed_official_unodc
