iso3,country,region,subregion,year,homicide_rate_per_100k,source,status
CHL,Chile,Americas,Latin America and the Caribbean,2021,4.65658124495601,CTS/OAS/NSO/SDG,observed_official_unodc
CHL,Chile,Americas,Latin America and the Caribbean,2022,6.80201256720408,CTS/OAS/NSO/SDG,observed_official_unodc
CHL,Chile,Americas,Latin America and the Caribbean,2023,6.35337750176956,CTS/OAS/NSO/SDG,observed_official_unodc
CHL,Chile,Americas,Latin America and the Caribbean,2024,6.10682496379986,CTS/OAS/NSO/SDG,observed_official_unodc
CHN,China,Asia,Eastern Asia,2003,1.88433167405903,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2004,1.89778004857568,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2005,1.5854633417248,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2006,1.3636011505677,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2007,1.21578178296856,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2008,1.11041885098023,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2009,1.09249548072451,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2010,0.992185694923539,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2011,0.883293080721741,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2012,0.824083830524219,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2013,0.771569105292682,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2014,0.726466059590713,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2015,0.658962453224414,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2016,0.614934212808057,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2017,0.565721900260259,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2018,0.530299683323493,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2019,0.518362801144556,NSO,observed_official_unodc
CHN,China,Asia,Eastern Asia,2020,0.5018560705357,NSO,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2003,6.20036459628944,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2008,4.17787035373775,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2009,6.68097609322311,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2010,5.07929961186829,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2011,4.12706343595528,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2012,4.22883189715635,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2015,3.78238510747147,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2016,3.35548128633803,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2017,4.16103693703584,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2020,4.58593823145619,NSO/SDG/CTS,observed_official_unodc
CMR,Cameroon,Africa,Sub-Saharan Africa,2022,6.76008919336955,NSO/SDG/CTS,observed_official_unodc
COK,Cook Islands,Oceania,Polynesia,2012,3.55639601381575,SDG,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2003,57.4608630160922,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2004,48.6481875848116,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2005,42.9894132012747,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2006,40.9429758324124,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2007,39.7776140409658,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2008,36.8840024517578,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2009,35.7272410703666,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2010,34.5241750628259,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2011,35.6322084408409,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2012,35.9613009153726,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2013,33.4159707994424,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2014,28.654305199833,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2015,27.2152782480106,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2016,26.1438669043183,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2017,25.5510587151196,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2018,23.8207594532571,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2019,23.3990612924966,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2020,22.6427030734102,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2021,25.5801274097033,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2022,24.9488076386337,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2023,24.9134420347488,CTS/GSH 2023 Revision,observed_official_unodc
COL,Colombia,Americas,Latin America and the Caribbean,2024,24.3541040593574,CTS/GSH 2023 Revision,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2003,3.16868159608604,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2004,4.38075430330883,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2005,9.07000497819591,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2006,7.13226790836055,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2013,10.54224217873,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2014,12.687246682041,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2015,8.97747531926147,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2016,12.0962746400627,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2017,7.40895274452956,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2018,6.03800044798068,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2019,6.41893469025722,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CPV,Cabo Verde,Africa,Sub-Saharan Africa,2020,6.99464423976475,NP/CTS/SAS/MoH/SAS/External,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2003,7.24850496564873,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2004,6.66654365306355,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2005,7.86156142343543,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2006,8.12248146668412,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2007,8.42418151029137,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2008,11.5313873891892,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2009,11.6672085436857,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2010,11.5672606575735,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2011,10.282368146525,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2012,8.72653951862736,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2013,8.71474107995362,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2014,10.0060434824472,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2015,11.5607212354156,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2016,11.8759050112518,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2017,12.2731177810203,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2018,11.7995456872358,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2019,11.2610056078008,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2020,11.3222838436969,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2021,11.6205820666553,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2022,12.908902016219,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2023,17.7258932503618,MoJ/CTS/SDG,observed_official_unodc
CRI,Costa Rica,Americas,Latin America and the Caribbean,2024,17.1153100151855,MoJ/CTS/SDG,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2003,5.72734441639899,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2004,5.87253607071815,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2005,6.07322282317137,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2006,5.10703924232108,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2007,5.0322165961706,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2008,4.56084730447061,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2009,5.00233759678583,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2010,4.47005149587839,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2011,4.72500681542416,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2012,5.49403130120381,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2013,5.96556919518143,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2014,5.31642685963406,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2015,5.4899907667934,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2016,5.0773983694805,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2017,4.58755196224978,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2018,4.37333981763351,MD/MoH,observed_official_unodc
CUB,Cuba,Americas,Latin America and the Caribbean,2019,4.46315139638841,MD/MoH,observed_official_unodc
CUW,Curaçao,Americas,Latin America and the Caribbean,2003,29.0714379882565,PAHO,observed_official_unodc
CUW,Curaçao,Americas,Latin America and the Caribbean,2004,27.3704659321146,PAHO,observed_official_unodc
CUW,Curaçao,Americas,Latin America and the Caribbean,2005,17.1829254591476,PAHO,observed_official_unodc
CUW,Curaçao,Americas,Latin America and the Caribbean,2006,11.8028917084686,PAHO,observed_official_unodc
CUW,Curaçao,Americas,Latin America and the Caribbean,2007,16.9198131011414,PAHO,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2003,6.82834674344763,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2004,11.0249936606286,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2005,6.41196900881646,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2006,2.07331232376845,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2007,4.02519773783887,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2008,7.81990752959346,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2009,15.2037781388675,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2010,16.6363207852343,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2013,8.52442247037763,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2014,8.31110113778974,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2017,4.64860425657196,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2018,10.6156307580319,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2019,2.97057644035825,MD/NSO/SAS/NP,observed_official_unodc
CYM,Cayman Islands,Americas,Latin America and the Caribbean,2020,4.3677976836113,MD/NSO/SAS/NP,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2004,1.57190147518041,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2005,1.93021966382329,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2006,1.42258572975803,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2007,1.21187996608601,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2008,0.824911218930063,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2009,1.71268223164298,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2010,0.709335250902962,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2011,0.785002954663899,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2012,1.88776871744135,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2013,1.01360340232875,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2014,0.915293345276525,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2015,1.2300107871946,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2016,1.05083409956653,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2017,0.558091105183829,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2018,1.18041688389616,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2019,1.16579872951254,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2020,1.15185477415008,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2021,1.21459779542909,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2022,0.600884802872229,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2023,0.81785876397005,CTS,observed_official_unodc
CYP,Cyprus,Asia,Western Asia,2024,0.957091384557846,CTS,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2003,1.59041271893056,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2004,1.30585839749053,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2005,1.05056807279853,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2006,1.26157390952584,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2007,1.2188582915689,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2008,1.09844658935947,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2009,0.902026099357503,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2010,0.984323877723848,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2011,0.81939793117267,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2012,0.999301916232803,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2013,0.856232600342731,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2014,0.77016509724927,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2015,0.836150868791633,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2016,0.617169777139044,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2017,0.626106269301682,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2019,0.862160849844266,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2020,0.729848861096918,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2021,0.44631485186264,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2022,0.81512474266184,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2023,0.767827757917044,CTS/SDG,observed_official_unodc
CZE,Czechia,Europe,Eastern Europe,2024,0.614762172267724,CTS/SDG,observed_official_unodc
DEU,Germany,Europe,Western Europe,2003,1.33598638063576,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2004,1.3545661001062,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2005,1.27244558514126,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2006,1.20927315205162,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2007,1.09227050411144,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2008,1.02452477446076,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2009,0.992150728625981,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2010,0.981060169496516,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2011,0.91271260058552,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2012,0.814420905242925,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2013,0.841543300830081,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2014,0.87986543465844,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2015,0.83092148321361,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2016,1.163604165425,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2017,0.97829217789703,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2018,0.945201062768242,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2019,0.745579302641966,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2020,0.935085587265765,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2021,0.830375419597212,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2022,0.815829208272123,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2023,0.910722780231795,CTS/NP,observed_official_unodc
DEU,Germany,Europe,Western Europe,2024,0.921323883995885,CTS/NP,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2003,11.6735491967139,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2004,11.6534836632726,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2005,11.6389876990449,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2006,7.26675532108158,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2007,10.1673989614728,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2008,10.1664391320766,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2009,18.8777881040892,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2010,21.7838030163306,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2011,8.68891511654007,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2014,12.7889957796314,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2015,12.7822752449936,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2016,22.9863590325616,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2017,27.7386435803289,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2018,19.0687133752356,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2019,19.151302656875,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2020,22.1982152634928,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2021,14.8805095086456,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2022,28.4318346763634,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2023,27.063396005142,OAS/CTS,observed_official_unodc
DMA,Dominica,Americas,Latin America and the Caribbean,2024,18.1255192206027,OAS/CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2010,0.75704832266481,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2011,0.825726922413442,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2012,0.840498959524879,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2013,0.854802453817294,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2014,1.31117471686599,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2015,1.09083852229384,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2016,0.977619325858153,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2017,1.23153392928012,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2018,1.00106587626187,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2019,0.859901642730301,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2020,0.823111601929511,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2021,0.631746832067094,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2022,0.982567307766424,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2023,0.840599404536194,CTS,observed_official_unodc
DNK,Denmark,Europe,Northern Europe,2024,0.836482410782459,CTS,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2003,21.1789386478885,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2004,24.5911758206467,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2005,25.9511238657765,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2006,22.9521262431175,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2007,22.3252575336375,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2008,25.0074949363479,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2009,24.4964939070773,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2010,25.1930337290323,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2011,25.2674003329003,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2012,22.5214243986665,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2013,19.4038895577301,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2014,17.5463639644216,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2016,15.3154603364407,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2017,11.3998115468654,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2018,9.90534873528498,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2019,9.41799066618377,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2020,8.72977662309348,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2021,10.5362752855436,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2022,12.3678475675698,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2023,10.9166976980638,NGO/SES/CTS/RIC,observed_official_unodc
DOM,Dominican Republic,Americas,Latin America and the Caribbean,2024,9.11830936393492,NGO/SES/CTS/RIC,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2006,0.927922269616976,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2007,0.792642962956723,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2008,0.94206958499336,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2009,0.780491763346444,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2010,0.701885561676529,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2011,0.758738181010027,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2012,1.38925169697228,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2013,1.24953885833513,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2014,1.47174990719622,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2015,1.36433389808261,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2016,1.32678196793638,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2017,1.25691727270348,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2018,1.33631227453406,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2019,1.19876531330297,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2020,1.48494311952627,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2021,1.55268752449532,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2022,1.74812144835182,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2023,1.16107238811947,CTS,observed_official_unodc
DZA,Algeria,Africa,Northern Africa,2024,1.38205611607093,CTS,observed_official_unodc
