microrregion_code,microrregion_name,uf,macroregion,start_year,end_year,rate_2016_per_100k,rate_2024_per_100k,delta_rate_2016_2024_per_100k,population_2016,population_2024,bubble_area_points2,population_weighted_fitted_delta,rate_average_2015_2017_per_100k,delta_average_2015_2017_to_2022_2024_per_100k
13006,Coari,AM,North,2016,2024,33.174135613578514,57.68038928126553,24.50625366768702,174835.0,162967.0,23.311333333333334,-11.535089315841072,34.32206298479914,18.01066852212187
13007,Manaus,AM,North,2016,2024,45.88401011896495,31.41427615559242,-14.46973396337253,2369017.0,2572079.0,315.86893333333336,-17.852964069904345,50.09748604904628,-7.907124386909032
13008,Rio Preto da Eva,AM,North,2016,2024,38.4751527463564,35.75867999386994,-2.7164727524864603,64977.0,58727.0,8.6636,-14.170139905824536,37.45625827372828,11.524333166913365
13009,Itacoatiara,AM,North,2016,2024,21.247272309635925,25.31805810494335,4.070785795307426,174140.0,189588.0,23.218666666666667,-5.60643687075137,22.39830308924288,4.56613846441909
13010,Parintins,AM,North,2016,2024,21.182262411710138,20.37657337532576,-0.8056890363843792,273814.0,279733.0,36.50853333333333,-5.574121493231672,15.462160319470147,9.603175427016097
13011,Boca do Acre,AM,North,2016,2024,26.25262526252625,34.20089606347686,7.94827080095061,53328.0,58478.0,7.1104,-8.094517539277245,25.62868412334273,2.026996765404938
13012,Purus,AM,North,2016,2024,12.916225362300121,12.5983530516647,-0.3178723106354209,77422.0,87313.0,10.322933333333333,-1.465207060718054,12.056077985601599,2.5198319746691986
13013,Madeira,AM,North,2016,2024,19.283086127643607,28.26385548740275,8.980769359759144,191878.0,201671.0,25.583733333333335,-4.630071424638581,18.069327143430495,10.262935196251142
14001,Boa Vista,RR,North,2016,2024,38.26171560066794,19.777549655776458,-18.484165944891483,365901.0,530905.0,48.7868,-14.064043724170423,43.73205732908282,-12.492038865430882
14002,Nordeste de Roraima,RR,North,2016,2024,28.94834787643191,16.396130513198884,-12.552217363233027,48362.0,67089.0,6.448266666666667,-9.434518012069812,22.747482267303596,-4.436919426759825
14003,Caracaraí,RR,North,2016,2024,71.20866232433451,88.94776684330053,17.739104518966016,47747.0,52840.0,6.366266666666666,-30.44144248138906,66.32873919539749,-10.726848731121706
14004,Sudeste de Roraima,RR,North,2016,2024,30.640188437158887,16.67702663775982,-13.963161799399067,52219.0,65959.0,6.962533333333333,-10.275504818193452,30.005107252298263,-10.87169153898061
15001,Óbidos,PA,North,2016,2024,13.922105817948578,13.778358474878251,-0.1437473430703271,201119.0,210475.0,26.81586666666667,-1.9652141012009317,12.100797989609891,3.8579437775927783
15002,Santarém,PA,North,2016,2024,21.14570565960896,8.660442042034191,-12.48526361757477,510742.0,611978.0,68.09893333333333,-5.555949718121486,20.560096182088046,-7.545326108284158
15003,Almeirim,PA,North,2016,2024,13.787778513125966,12.498906345694751,-1.2888721674312151,72528.0,80007.0,9.6704,-1.8984421525431783,17.007037236218554,6.666593782264094
15004,Portel,PA,North,2016,2024,13.597302295224628,14.519144096455515,0.9218418012308867,147088.0,165299.0,19.611733333333333,-1.8037594798056693,15.86700727842291,0.4155068670112527
15005,Furos de Breves,PA,North,2016,2024,17.91384337031049,17.2557706507432,-0.65807271956729,223291.0,249192.0,29.772133333333333,-3.9494428122102914,16.57287811170717,1.1501797249997772
